record_id,function_code,function_name,market_layer,market_category,vendor,product_or_suite,job_profile_ids,job_tasks,work_products,module_or_tool,source_url,verified_date,research_status
MTR-0114,F12,Service Delivery & Field Operations,ENTERPRISE_FUNCTION,"Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance",SAP,SAP Field Service Management,,,,,https://www.sap.com/products.html,2026-09-21,DISCOVERY_SEED
MTR-0115,F12,Service Delivery & Field Operations,ENTERPRISE_FUNCTION,"Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance",Skedulo,Skedulo,,,,,https://www.skedulo.com/,2026-09-21,DISCOVERY_SEED
MTR-0116,F12,Service Delivery & Field Operations,ENTERPRISE_FUNCTION,"Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance",Simpro,Simpro,,,,,https://www.simprogroup.com/,2026-09-21,DISCOVERY_SEED
MTR-0117,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",ETQ,ETQ Reliance,,,,,https://www.etq.com/,2026-09-21,DISCOVERY_SEED
MTR-0118,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",MasterControl,MasterControl,,,,,https://www.mastercontrol.com/,2026-09-21,DISCOVERY_SEED
MTR-0119,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Ideagen,Ideagen Quality Management,,,,,https://www.ideagen.com/,2026-09-21,DISCOVERY_SEED
MTR-0120,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Intelex,Intelex Quality Management,,,,,https://www.intelex.com/,2026-09-21,DISCOVERY_SEED
MTR-0121,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Honeywell,TrackWise Digital,,,,,https://www.spartasystems.com/,2026-09-21,DISCOVERY_SEED
MTR-0122,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",SAP,SAP Quality Management,,,,,https://www.sap.com/products.html,2026-09-21,DISCOVERY_SEED
MTR-0123,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Oracle,Oracle Quality Management,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0124,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Siemens,Siemens Teamcenter Quality,,,,,https://www.siemens.com/,2026-09-21,DISCOVERY_SEED
MTR-0125,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Procore,Procore Quality & Safety,,,,,https://www.procore.com/,2026-09-21,DISCOVERY_SEED
MTR-0126,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Autodesk,Autodesk Build,,,,,https://www.autodesk.com/,2026-09-21,DISCOVERY_SEED
MTR-0127,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Trimble,Trimble Field View,,,,,https://www.trimble.com/,2026-09-21,DISCOVERY_SEED
MTR-0128,F13,Quality Management,ENTERPRISE_FUNCTION,"Quality planning, inspections, assurance, NCR, CAPA, supplier quality, documentation and analytics",Dalux,Dalux Field,,,,,https://www.dalux.com/,2026-09-21,DISCOVERY_SEED
MTR-0129,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",SAP,SAP Cloud ERP,,,,,https://www.sap.com/products.html,2026-09-21,DISCOVERY_SEED
MTR-0130,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Oracle,Oracle Fusion Cloud Financials,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0131,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Microsoft,Microsoft Dynamics 365 Finance,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
MTR-0132,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Workday,Workday Financial Management,,,,,https://www.workday.com/,2026-09-21,DISCOVERY_SEED
MTR-0133,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Oracle,Oracle NetSuite,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0134,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Sage,Sage Intacct,,,,,https://www.sage.com/,2026-09-21,DISCOVERY_SEED
MTR-0135,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Sage,Sage 200,,,,,https://www.sage.com/,2026-09-21,DISCOVERY_SEED
MTR-0136,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Xero,Xero,,,,,https://www.xero.com/,2026-09-21,DISCOVERY_SEED
MTR-0137,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Intuit,QuickBooks Online,,,,,https://quickbooks.intuit.com/,2026-09-21,DISCOVERY_SEED
MTR-0138,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",COINS,COINS,,,,,https://www.coins-global.com/,2026-09-21,DISCOVERY_SEED
MTR-0139,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Trimble,Trimble Viewpoint Vista,,,,,https://www.trimble.com/,2026-09-21,DISCOVERY_SEED
MTR-0140,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Trimble,Trimble Spectrum,,,,,https://www.trimble.com/,2026-09-21,DISCOVERY_SEED
MTR-0141,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",CMiC,CMiC,,,,,https://cmicglobal.com/,2026-09-21,DISCOVERY_SEED
MTR-0142,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Kyriba,Kyriba,,,,,https://www.kyriba.com/,2026-09-21,DISCOVERY_SEED
MTR-0143,F14,"Finance, Accounting, Treasury & Tax",ENTERPRISE_FUNCTION,"GL, AP, AR, expenses, assets, cost accounting, close, consolidation, treasury, tax and project finance",Avalara,Avalara,,,,,https://www.avalara.com/,2026-09-21,DISCOVERY_SEED
MTR-0144,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",Workday,Workday HCM,,,,,https://www.workday.com/,2026-09-21,DISCOVERY_SEED
MTR-0145,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",SAP,SAP SuccessFactors,,,,,https://www.sap.com/products.html,2026-09-21,DISCOVERY_SEED
MTR-0146,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",Oracle,Oracle HCM Cloud,,,,,https://www.oracle.com/,2026-09-21,DISCOVERY_SEED
MTR-0147,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",UKG,UKG Pro,,,,,https://www.ukg.com/,2026-09-21,DISCOVERY_SEED
MTR-0148,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",Dayforce,Dayforce,,,,,https://www.dayforce.com/,2026-09-21,DISCOVERY_SEED
MTR-0149,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",Rippling,Rippling,,,,,https://www.rippling.com/,2026-09-21,DISCOVERY_SEED
MTR-0150,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",HiBob,HiBob,,,,,https://www.hibob.com/,2026-09-21,DISCOVERY_SEED
MTR-0151,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",BambooHR,BambooHR,,,,,https://www.bamboohr.com/,2026-09-21,DISCOVERY_SEED
MTR-0152,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",Deel,Deel,,,,,https://www.deel.com/,2026-09-21,DISCOVERY_SEED
MTR-0153,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",Personio,Personio,,,,,https://www.personio.com/,2026-09-21,DISCOVERY_SEED
MTR-0154,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",Sage,Sage HR / Payroll,,,,,https://www.sage.com/,2026-09-21,DISCOVERY_SEED
MTR-0155,F15,Human Resources / Human Capital,ENTERPRISE_FUNCTION,"Organisation, job architecture, recruitment, onboarding, time, payroll, compensation, performance, learning and talent",BrightPay,BrightPay,,,,,https://www.brightpay.co.uk/,2026-09-21,DISCOVERY_SEED
MTR-0156,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",ServiceNow,ServiceNow ITSM,,,,,https://www.servicenow.com/,2026-09-21,DISCOVERY_SEED
MTR-0157,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",Atlassian,Jira Service Management,,,,,https://www.atlassian.com/,2026-09-21,DISCOVERY_SEED
MTR-0158,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",BMC,BMC Helix,,,,,https://www.bmc.com/,2026-09-21,DISCOVERY_SEED
MTR-0159,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",Ivanti,Ivanti Neurons,,,,,https://www.ivanti.com/,2026-09-21,DISCOVERY_SEED
MTR-0160,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",ManageEngine,ManageEngine ServiceDesk Plus,,,,,https://www.manageengine.com/,2026-09-21,DISCOVERY_SEED
MTR-0161,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",Freshworks,Freshservice,,,,,https://www.freshworks.com/,2026-09-21,DISCOVERY_SEED
MTR-0162,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",Microsoft,Microsoft Intune,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
MTR-0163,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",Microsoft,Microsoft Azure,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
MTR-0164,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",Amazon Web Services,Amazon Web Services,,,,,https://aws.amazon.com/,2026-09-21,DISCOVERY_SEED
MTR-0165,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",GitHub,GitHub,,,,,https://github.com/,2026-09-21,DISCOVERY_SEED
MTR-0166,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",GitLab,GitLab,,,,,https://about.gitlab.com/,2026-09-21,DISCOVERY_SEED
MTR-0167,F16,Information Technology,ENTERPRISE_FUNCTION,"IT strategy, architecture, development, DevOps, infrastructure, cloud, service desk, incidents, changes, CMDB and IT assets",Atlassian,Atlassian Jira,,,,,https://www.atlassian.com/,2026-09-21,DISCOVERY_SEED
MTR-0168,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Microsoft,Microsoft Fabric / Power BI,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
MTR-0169,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Snowflake,Snowflake,,,,,https://www.snowflake.com/,2026-09-21,DISCOVERY_SEED
MTR-0170,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Databricks,Databricks,,,,,https://www.databricks.com/,2026-09-21,DISCOVERY_SEED
MTR-0171,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Tableau,Tableau,,,,,https://www.tableau.com/,2026-09-21,DISCOVERY_SEED
MTR-0172,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Qlik,Qlik,,,,,https://www.qlik.com/,2026-09-21,DISCOVERY_SEED
MTR-0173,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Alteryx,Alteryx,,,,,https://www.alteryx.com/,2026-09-21,DISCOVERY_SEED
MTR-0174,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Infor,Informatica,,,,,https://www.infor.com/,2026-09-21,DISCOVERY_SEED
MTR-0175,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Collibra,Collibra,,,,,https://www.collibra.com/,2026-09-21,DISCOVERY_SEED
MTR-0176,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Dataiku,Dataiku,,,,,https://www.dataiku.com/,2026-09-21,DISCOVERY_SEED
MTR-0177,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",dbt Labs,dbt,,,,,https://www.getdbt.com/,2026-09-21,DISCOVERY_SEED
MTR-0178,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Fivetran,Fivetran,,,,,https://www.fivetran.com/,2026-09-21,DISCOVERY_SEED
MTR-0179,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Google,Google Looker,,,,,https://cloud.google.com/looker,2026-09-21,DISCOVERY_SEED
MTR-0180,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",SAS,SAS Viya,,,,,https://www.sas.com/,2026-09-21,DISCOVERY_SEED
MTR-0181,F17,"Data, Analytics & AI",ENTERPRISE_FUNCTION,"Data governance, architecture, MDM, engineering, BI, analytics, data science, AI, catalogues and lifecycle",Palantir,Palantir Foundry,,,,,https://www.palantir.com/,2026-09-21,DISCOVERY_SEED
MTR-0182,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Microsoft,Microsoft Defender / Sentinel / Entra,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
MTR-0183,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",CrowdStrike,CrowdStrike Falcon,,,,,https://www.crowdstrike.com/,2026-09-21,DISCOVERY_SEED
MTR-0184,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Palo Alto Networks,Palo Alto Networks Cortex,,,,,https://www.paloaltonetworks.com/,2026-09-21,DISCOVERY_SEED
MTR-0185,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Splunk,Splunk Enterprise Security,,,,,https://www.splunk.com/,2026-09-21,DISCOVERY_SEED
MTR-0186,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Wiz,Wiz,,,,,https://www.wiz.io/,2026-09-21,DISCOVERY_SEED
MTR-0187,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Okta,Okta,,,,,https://www.okta.com/,2026-09-21,DISCOVERY_SEED
MTR-0188,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",CyberArk,CyberArk,,,,,https://www.cyberark.com/,2026-09-21,DISCOVERY_SEED
MTR-0189,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Tenable,Tenable,,,,,https://www.tenable.com/,2026-09-21,DISCOVERY_SEED
MTR-0190,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Qualys,Qualys,,,,,https://www.qualys.com/,2026-09-21,DISCOVERY_SEED
MTR-0191,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Rapid7,Rapid7,,,,,https://www.rapid7.com/,2026-09-21,DISCOVERY_SEED
MTR-0192,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Snyk,Snyk,,,,,https://snyk.io/,2026-09-21,DISCOVERY_SEED
MTR-0193,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Zscaler,Zscaler,,,,,https://www.zscaler.com/,2026-09-21,DISCOVERY_SEED
MTR-0194,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Cloudflare,Cloudflare,,,,,https://www.cloudflare.com/,2026-09-21,DISCOVERY_SEED
MTR-0195,F18,Cybersecurity & Information Security,ENTERPRISE_FUNCTION,"Identity, vulnerability, endpoint, monitoring, SIEM, incident response, cloud security, application security and threat intelligence",Proofpoint,Proofpoint,,,,,https://www.proofpoint.com/,2026-09-21,DISCOVERY_SEED
MTR-0196,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Icertis,Icertis Contract Intelligence,,,,,https://www.icertis.com/,2026-09-21,DISCOVERY_SEED
MTR-0197,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Ironclad,Ironclad,,,,,https://ironcladapp.com/,2026-09-21,DISCOVERY_SEED
MTR-0198,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",DocuSign,DocuSign CLM,,,,,https://www.docusign.com/,2026-09-21,DISCOVERY_SEED
MTR-0199,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",ContractPodAi,ContractPodAi,,,,,https://contractpodai.com/,2026-09-21,DISCOVERY_SEED
MTR-0200,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Agiloft,Agiloft,,,,,https://www.agiloft.com/,2026-09-21,DISCOVERY_SEED
MTR-0201,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Sirion,Sirion,,,,,https://www.sirion.ai/,2026-09-21,DISCOVERY_SEED
MTR-0202,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Evisort,Evisort,,,,,https://www.evisort.com/,2026-09-21,DISCOVERY_SEED
MTR-0203,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Thomson Reuters,Thomson Reuters HighQ,,,,,https://www.thomsonreuters.com/,2026-09-21,DISCOVERY_SEED
MTR-0204,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Litera,Litera,,,,,https://www.litera.com/,2026-09-21,DISCOVERY_SEED
MTR-0205,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Diligent,Diligent Entities,,,,,https://www.diligent.com/platform/diligent-one,2026-09-21,DISCOVERY_SEED
MTR-0206,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",Athennian,Athennian,,,,,https://www.athennian.com/,2026-09-21,DISCOVERY_SEED
MTR-0207,F19,Legal & Corporate Secretariat,ENTERPRISE_FUNCTION,"Contract lifecycle, legal matters, entities, e-signature, obligations, legal knowledge and corporate records",DocuSign,DocuSign eSignature,,,,,https://www.docusign.com/,2026-09-21,DISCOVERY_SEED
MTR-0208,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",MetricStream,MetricStream,,,,,https://www.metricstream.com/,2026-09-21,DISCOVERY_SEED
MTR-0209,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",AuditBoard,AuditBoard,,,,,https://www.auditboard.com/,2026-09-21,DISCOVERY_SEED
MTR-0210,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",Diligent,Diligent One,,,,,https://www.diligent.com/platform/diligent-one,2026-09-21,DISCOVERY_SEED
MTR-0211,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",ServiceNow,ServiceNow Integrated Risk Management,,,,,https://www.servicenow.com/,2026-09-21,DISCOVERY_SEED
MTR-0212,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",Archer,Archer,,,,,https://www.archerirm.com/,2026-09-21,DISCOVERY_SEED
MTR-0213,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",LogicGate,LogicGate,,,,,https://www.logicgate.com/,2026-09-21,DISCOVERY_SEED
MTR-0214,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",Workiva,Workiva,,,,,https://www.workiva.com/,2026-09-21,DISCOVERY_SEED
MTR-0215,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",NAVEX,NAVEX One,,,,,https://www.navex.com/,2026-09-21,DISCOVERY_SEED
MTR-0216,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",Riskonnect,Riskonnect,,,,,https://riskonnect.com/,2026-09-21,DISCOVERY_SEED
MTR-0217,F20,"Risk, Compliance, Internal Control & Audit",ENTERPRISE_FUNCTION,"Enterprise risk, compliance, controls, audit, issues, third-party risk, cyber GRC and assurance",Resolver,Resolver,,,,,https://www.resolver.com/,2026-09-21,DISCOVERY_SEED
MTR-0218,F21,Privacy & Information Governance,ENTERPRISE_FUNCTION,"Privacy operations, consent, data mapping, DPIA, DSAR, retention, data-use governance and information protection",OneTrust,OneTrust,,,,,https://www.onetrust.com/products/,2026-09-21,DISCOVERY_SEED
MTR-0219,F21,Privacy & Information Governance,ENTERPRISE_FUNCTION,"Privacy operations, consent, data mapping, DPIA, DSAR, retention, data-use governance and information protection",TrustArc,TrustArc,,,,,https://trustarc.com/,2026-09-21,DISCOVERY_SEED
MTR-0220,F21,Privacy & Information Governance,ENTERPRISE_FUNCTION,"Privacy operations, consent, data mapping, DPIA, DSAR, retention, data-use governance and information protection",BigID,BigID,,,,,https://bigid.com/,2026-09-21,DISCOVERY_SEED
MTR-0221,F21,Privacy & Information Governance,ENTERPRISE_FUNCTION,"Privacy operations, consent, data mapping, DPIA, DSAR, retention, data-use governance and information protection",Microsoft,Microsoft Purview,,,,,https://www.microsoft.com/en-us/dynamics-365,2026-09-21,DISCOVERY_SEED
