master_record_id,scope_type,scope_code,scope_name,function_code,delivery_domain_id,job_profile_id,job_profile_name,market_category,vendor,tool_product,capability_or_job_work,work_products_or_records,lifecycle_stages,source_url,verification_status,verified_date,source_record_id,source_register
MMTR-0269,ENTERPRISE_FUNCTION,F25,"Communications, Public Affairs & Investor Relations",F25,,,,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Workiva,Workiva,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",,,https://www.workiva.com/,DISCOVERY_SEED,2026-09-21,MTR-0269,market-tool-register.csv
MMTR-0270,ENTERPRISE_FUNCTION,F25,"Communications, Public Affairs & Investor Relations",F25,,,,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Notified,Notified,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",,,https://www.notified.com/,DISCOVERY_SEED,2026-09-21,MTR-0270,market-tool-register.csv
MMTR-0271,ENTERPRISE_FUNCTION,F25,"Communications, Public Affairs & Investor Relations",F25,,,,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",Onclusive,Onclusive,"Media monitoring, communications, public affairs, social, investor communications, earnings and disclosure",,,https://onclusive.com/,DISCOVERY_SEED,2026-09-21,MTR-0271,market-tool-register.csv
MMTR-0272,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Microsoft,Microsoft 365 / SharePoint / Purview,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.microsoft.com/en-us/dynamics-365,DISCOVERY_SEED,2026-09-21,MTR-0272,market-tool-register.csv
MMTR-0273,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",OpenText,OpenText Content Management,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.opentext.com/uk/products/core-content-management,DISCOVERY_SEED,2026-09-21,MTR-0273,market-tool-register.csv
MMTR-0274,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",M-Files,M-Files,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.m-files.com/,DISCOVERY_SEED,2026-09-21,MTR-0274,market-tool-register.csv
MMTR-0275,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Box,Box,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.box.com/,DISCOVERY_SEED,2026-09-21,MTR-0275,market-tool-register.csv
MMTR-0276,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Egnyte,Egnyte,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.egnyte.com/,DISCOVERY_SEED,2026-09-21,MTR-0276,market-tool-register.csv
MMTR-0277,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Atlassian,Atlassian Confluence,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.atlassian.com/,DISCOVERY_SEED,2026-09-21,MTR-0277,market-tool-register.csv
MMTR-0278,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Google,Google Workspace / Drive,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://cloud.google.com/looker,DISCOVERY_SEED,2026-09-21,MTR-0278,market-tool-register.csv
MMTR-0279,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Laserfiche,Laserfiche,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.laserfiche.com/,DISCOVERY_SEED,2026-09-21,MTR-0279,market-tool-register.csv
MMTR-0280,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Hyland,Hyland OnBase,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.hyland.com/,DISCOVERY_SEED,2026-09-21,MTR-0280,market-tool-register.csv
MMTR-0281,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",DocuWare,DocuWare,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://start.docuware.com/,DISCOVERY_SEED,2026-09-21,MTR-0281,market-tool-register.csv
MMTR-0282,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Autodesk,Autodesk Docs,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.autodesk.com/,DISCOVERY_SEED,2026-09-21,MTR-0282,market-tool-register.csv
MMTR-0283,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Oracle,Oracle Aconex,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.oracle.com/,DISCOVERY_SEED,2026-09-21,MTR-0283,market-tool-register.csv
MMTR-0284,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Asite,Asite,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.asite.com/,DISCOVERY_SEED,2026-09-21,MTR-0284,market-tool-register.csv
MMTR-0285,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Bentley Systems,Bentley ProjectWise,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.bentley.com/,DISCOVERY_SEED,2026-09-21,MTR-0285,market-tool-register.csv
MMTR-0286,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Trimble,Trimble Connect,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.trimble.com/,DISCOVERY_SEED,2026-09-21,MTR-0286,market-tool-register.csv
MMTR-0287,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Viewpoint,Viewpoint for Projects,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,,DISCOVERY_SEED,2026-09-21,MTR-0287,market-tool-register.csv
MMTR-0288,ENTERPRISE_FUNCTION,F26,"Knowledge, Document & Records Management",F26,,,,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",Dalux,Dalux Box,"Knowledge, content, document control, records, retention, collaboration, engineering information and CDE",,,https://www.dalux.com/,DISCOVERY_SEED,2026-09-21,MTR-0288,market-tool-register.csv
MMTR-0289,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Oracle,Oracle Primavera P6,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.oracle.com/,DISCOVERY_SEED,2026-09-21,MTR-0289,market-tool-register.csv
MMTR-0290,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Oracle,Oracle Primavera Cloud,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.oracle.com/,DISCOVERY_SEED,2026-09-21,MTR-0290,market-tool-register.csv
MMTR-0291,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Oracle,Oracle Primavera Unifier,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.oracle.com/,DISCOVERY_SEED,2026-09-21,MTR-0291,market-tool-register.csv
MMTR-0292,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Microsoft,Microsoft Project / Planner,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.microsoft.com/en-us/dynamics-365,DISCOVERY_SEED,2026-09-21,MTR-0292,market-tool-register.csv
MMTR-0293,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Planview,Planview,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.planview.com/,DISCOVERY_SEED,2026-09-21,MTR-0293,market-tool-register.csv
MMTR-0294,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Smartsheet,Smartsheet,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.smartsheet.com/,DISCOVERY_SEED,2026-09-21,MTR-0294,market-tool-register.csv
MMTR-0295,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Procore,Procore,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.procore.com/,DISCOVERY_SEED,2026-09-21,MTR-0295,market-tool-register.csv
MMTR-0296,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Autodesk,Autodesk Build,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.autodesk.com/,DISCOVERY_SEED,2026-09-21,MTR-0296,market-tool-register.csv
MMTR-0297,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Asite,Asite,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.asite.com/,DISCOVERY_SEED,2026-09-21,MTR-0297,market-tool-register.csv
MMTR-0298,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Trimble,Trimble ProjectSight,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.trimble.com/,DISCOVERY_SEED,2026-09-21,MTR-0298,market-tool-register.csv
MMTR-0299,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Elecosoft,Asta Powerproject,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.elecosoft.com/,DISCOVERY_SEED,2026-09-21,MTR-0299,market-tool-register.csv
MMTR-0300,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Bentley Systems,Bentley SYNCHRO,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.bentley.com/,DISCOVERY_SEED,2026-09-21,MTR-0300,market-tool-register.csv
MMTR-0301,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Hexagon,Hexagon EcoSys,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://hexagon.com/,DISCOVERY_SEED,2026-09-21,MTR-0301,market-tool-register.csv
MMTR-0302,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Safran,Safran Project,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.safran.com/,DISCOVERY_SEED,2026-09-21,MTR-0302,market-tool-register.csv
MMTR-0303,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Deltek,Deltek Cobra,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.deltek.com/,DISCOVERY_SEED,2026-09-21,MTR-0303,market-tool-register.csv
MMTR-0304,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",monday.com,monday.com,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://monday.com/,DISCOVERY_SEED,2026-09-21,MTR-0304,market-tool-register.csv
MMTR-0305,ENTERPRISE_FUNCTION,F27,"Portfolio, Programme & Project Management",F27,,,,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",Wrike,Wrike,"Portfolio, programme, project, scheduling, cost, resources, controls, delivery, collaboration and capital projects",,,https://www.wrike.com/,DISCOVERY_SEED,2026-09-21,MTR-0305,market-tool-register.csv
MMTR-0306,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Planview,Planview,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://www.planview.com/,DISCOVERY_SEED,2026-09-21,MTR-0306,market-tool-register.csv
MMTR-0307,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",ServiceNow,ServiceNow Strategic Portfolio Management,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://www.servicenow.com/,DISCOVERY_SEED,2026-09-21,MTR-0307,market-tool-register.csv
MMTR-0308,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",WalkMe,WalkMe,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://www.walkme.com/,DISCOVERY_SEED,2026-09-21,MTR-0308,market-tool-register.csv
MMTR-0309,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Whatfix,Whatfix,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://whatfix.com/,DISCOVERY_SEED,2026-09-21,MTR-0309,market-tool-register.csv
MMTR-0310,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Smartsheet,Smartsheet,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://www.smartsheet.com/,DISCOVERY_SEED,2026-09-21,MTR-0310,market-tool-register.csv
MMTR-0311,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Atlassian,Jira,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://www.atlassian.com/,DISCOVERY_SEED,2026-09-21,MTR-0311,market-tool-register.csv
MMTR-0312,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",monday.com,monday.com,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://monday.com/,DISCOVERY_SEED,2026-09-21,MTR-0312,market-tool-register.csv
MMTR-0313,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",Miro,Miro,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://miro.com/,DISCOVERY_SEED,2026-09-21,MTR-0313,market-tool-register.csv
MMTR-0314,ENTERPRISE_FUNCTION,F28,Change & Transformation Management,F28,,,,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",KaiNexus,KaiNexus,"Transformation portfolios, organisational change, adoption, readiness, communications, benefits and execution",,,https://www.kainexus.com/,DISCOVERY_SEED,2026-09-21,MTR-0314,market-tool-register.csv
MMTR-0315,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",SAP,SAP Signavio,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.sap.com/products.html,DISCOVERY_SEED,2026-09-21,MTR-0315,market-tool-register.csv
MMTR-0316,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Celonis,Celonis,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.celonis.com/,DISCOVERY_SEED,2026-09-21,MTR-0316,market-tool-register.csv
MMTR-0317,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Software AG,ARIS,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.aris.com/,DISCOVERY_SEED,2026-09-21,MTR-0317,market-tool-register.csv
MMTR-0318,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Nintex,Nintex,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.nintex.com/,DISCOVERY_SEED,2026-09-21,MTR-0318,market-tool-register.csv
MMTR-0319,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",UiPath,UiPath Process Mining,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.uipath.com/,DISCOVERY_SEED,2026-09-21,MTR-0319,market-tool-register.csv
MMTR-0320,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Microsoft,Microsoft Power Automate Process Mining,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.microsoft.com/en-us/dynamics-365,DISCOVERY_SEED,2026-09-21,MTR-0320,market-tool-register.csv
MMTR-0321,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Bizagi,Bizagi,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.bizagi.com/,DISCOVERY_SEED,2026-09-21,MTR-0321,market-tool-register.csv
MMTR-0322,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Appian,Appian,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://appian.com/,DISCOVERY_SEED,2026-09-21,MTR-0322,market-tool-register.csv
MMTR-0323,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Camunda,Camunda,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://camunda.com/,DISCOVERY_SEED,2026-09-21,MTR-0323,market-tool-register.csv
MMTR-0324,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",IBM,IBM Blueworks Live,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.ibm.com/,DISCOVERY_SEED,2026-09-21,MTR-0324,market-tool-register.csv
MMTR-0325,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",ProcessMaker,ProcessMaker,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://www.processmaker.com/,DISCOVERY_SEED,2026-09-21,MTR-0325,market-tool-register.csv
MMTR-0326,ENTERPRISE_FUNCTION,F29,Business Process & Continuous Improvement,F29,,,,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",Kissflow,Kissflow,"Process modelling, mining, conformance, automation, workflow, value-stream and continuous improvement",,,https://kissflow.com/,DISCOVERY_SEED,2026-09-21,MTR-0326,market-tool-register.csv
MMTR-0327,CBE_PROFESSIONAL_DOMAIN,D02,Engineering & Technical Design,F05;F13;F19;F23;F26;F27,D02,CBE-JP-001,Acoustics consultant,Engineering analysis / design / technical information,SoundPLAN,SoundPLANnoise,Acoustic surveys; noise and vibration assessment; modelling; design recommendations; compliance evidence,Survey reports; models; recommendations; specifications,Feasibility; Design; Verification,https://www.soundplan.eu/en/software,WEB_ANCHOR_VERIFIED,2026-09-21,CBE-JTM-0001,cbe-job-tool-capability-register.csv
MMTR-0328,CBE_PROFESSIONAL_DOMAIN,D02,Engineering & Technical Design,F05;F13;F19;F23;F26;F27,D02,CBE-JP-001,Acoustics consultant,Engineering analysis / design / technical information,DataKustik,DataKustik CadnaA,Acoustic surveys; noise and vibration assessment; modelling; design recommendations; compliance evidence,Survey reports; models; recommendations; specifications,Feasibility; Design; Verification,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0002,cbe-job-tool-capability-register.csv
MMTR-0329,CBE_PROFESSIONAL_DOMAIN,D02,Engineering & Technical Design,F05;F13;F19;F23;F26;F27,D02,CBE-JP-001,Acoustics consultant,Engineering analysis / design / technical information,ODEON A/S,ODEON Room Acoustics Software,Acoustic surveys; noise and vibration assessment; modelling; design recommendations; compliance evidence,Survey reports; models; recommendations; specifications,Feasibility; Design; Verification,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0003,cbe-job-tool-capability-register.csv
MMTR-0330,CBE_PROFESSIONAL_DOMAIN,D02,Engineering & Technical Design,F05;F13;F19;F23;F26;F27,D02,CBE-JP-001,Acoustics consultant,Engineering analysis / design / technical information,Marshall Day Acoustics,Marshall Day Acoustics INSUL,Acoustic surveys; noise and vibration assessment; modelling; design recommendations; compliance evidence,Survey reports; models; recommendations; specifications,Feasibility; Design; Verification,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0004,cbe-job-tool-capability-register.csv
MMTR-0331,CBE_PROFESSIONAL_DOMAIN,D02,Engineering & Technical Design,F05;F13;F19;F23;F26;F27,D02,CBE-JP-001,Acoustics consultant,Engineering analysis / design / technical information,Autodesk,Autodesk Revit,Acoustic surveys; noise and vibration assessment; modelling; design recommendations; compliance evidence,Survey reports; models; recommendations; specifications,Feasibility; Design; Verification,https://www.autodesk.com/products/revit/overview,WEB_ANCHOR_VERIFIED,2026-09-21,CBE-JTM-0005,cbe-job-tool-capability-register.csv
MMTR-0332,CBE_PROFESSIONAL_DOMAIN,D02,Engineering & Technical Design,F05;F13;F19;F23;F26;F27,D02,CBE-JP-001,Acoustics consultant,Engineering analysis / design / technical information,Bluebeam,Bluebeam Revu,Acoustic surveys; noise and vibration assessment; modelling; design recommendations; compliance evidence,Survey reports; models; recommendations; specifications,Feasibility; Design; Verification,https://www.bluebeam.com/revu/,WEB_ANCHOR_VERIFIED,2026-09-21,CBE-JTM-0006,cbe-job-tool-capability-register.csv
MMTR-0333,CBE_PROFESSIONAL_DOMAIN,D16,"Infrastructure, Land & Rural",F09;F10;F11;F12;F13;F22;F23;F26;F27,D16,CBE-JP-002,Agricultural contractor,Agricultural field operations / plant / service,Trimble,Trimble Agriculture software,Job planning; field operations; plant allocation; labour; materials; service records,Work orders; field logs; plant records; invoices,Planning; Delivery; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0007,cbe-job-tool-capability-register.csv
MMTR-0334,CBE_PROFESSIONAL_DOMAIN,D16,"Infrastructure, Land & Rural",F09;F10;F11;F12;F13;F22;F23;F26;F27,D16,CBE-JP-002,Agricultural contractor,Agricultural field operations / plant / service,John Deere,John Deere Operations Center,Job planning; field operations; plant allocation; labour; materials; service records,Work orders; field logs; plant records; invoices,Planning; Delivery; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0008,cbe-job-tool-capability-register.csv
MMTR-0335,CBE_PROFESSIONAL_DOMAIN,D16,"Infrastructure, Land & Rural",F09;F10;F11;F12;F13;F22;F23;F26;F27,D16,CBE-JP-002,Agricultural contractor,Agricultural field operations / plant / service,BigChange,BigChange,Job planning; field operations; plant allocation; labour; materials; service records,Work orders; field logs; plant records; invoices,Planning; Delivery; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0009,cbe-job-tool-capability-register.csv
MMTR-0336,CBE_PROFESSIONAL_DOMAIN,D16,"Infrastructure, Land & Rural",F09;F10;F11;F12;F13;F22;F23;F26;F27,D16,CBE-JP-002,Agricultural contractor,Agricultural field operations / plant / service,Samsara,Samsara,Job planning; field operations; plant allocation; labour; materials; service records,Work orders; field logs; plant records; invoices,Planning; Delivery; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0010,cbe-job-tool-capability-register.csv
MMTR-0337,CBE_PROFESSIONAL_DOMAIN,D16,"Infrastructure, Land & Rural",F09;F10;F11;F12;F13;F22;F23;F26;F27,D16,CBE-JP-002,Agricultural contractor,Agricultural field operations / plant / service,ServiceM8,ServiceM8,Job planning; field operations; plant allocation; labour; materials; service records,Work orders; field logs; plant records; invoices,Planning; Delivery; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0011,cbe-job-tool-capability-register.csv
MMTR-0338,CBE_PROFESSIONAL_DOMAIN,D16,"Infrastructure, Land & Rural",F09;F10;F11;F12;F13;F22;F23;F26;F27,D16,CBE-JP-002,Agricultural contractor,Agricultural field operations / plant / service,SafetyCulture,SafetyCulture,Job planning; field operations; plant allocation; labour; materials; service records,Work orders; field logs; plant records; invoices,Planning; Delivery; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0012,cbe-job-tool-capability-register.csv
MMTR-0339,CBE_PROFESSIONAL_DOMAIN,D01,Architecture & Design,F05;F13;F19;F23;F26;F27,D01,CBE-JP-003,Architect,Design authoring / BIM / technical information,Autodesk,Autodesk Revit,Briefing; design stages; drawings; specifications; coordination; planning; approvals; site reviews,Drawings; models; specifications; design decisions; inspection records,Brief; Design; Construction; Handover,https://www.autodesk.com/products/revit/overview,WEB_ANCHOR_VERIFIED,2026-09-21,CBE-JTM-0013,cbe-job-tool-capability-register.csv
MMTR-0340,CBE_PROFESSIONAL_DOMAIN,D01,Architecture & Design,F05;F13;F19;F23;F26;F27,D01,CBE-JP-003,Architect,Design authoring / BIM / technical information,Graphisoft,Graphisoft Archicad,Briefing; design stages; drawings; specifications; coordination; planning; approvals; site reviews,Drawings; models; specifications; design decisions; inspection records,Brief; Design; Construction; Handover,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,CBE-JTM-0014,cbe-job-tool-capability-register.csv
