backlog_id,source_record_id,function_code,function_name,market_category,vendor,product_or_suite,product_module_or_workspace,exact_operation_or_task,input_objects_or_data,output_work_product,lifecycle_or_status_model,review_approval_authority,audit_evidence,integration_formats,nublox_native_requirement,verification_status,source_url,verified_date
ENT-MTB-0069,MTR-0069,F08,"Customer Service, Experience & Success","Onboarding, enquiries, cases, complaints, support, warranty, success and service levels",ServiceNow,ServiceNow Customer Service Management,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Onboarding, enquiries, cases, complaints, support, warranty, success and service levels, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F08 Customer Service, Experience & Success.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.servicenow.com/,2026-09-21
ENT-MTB-0070,MTR-0070,F08,"Customer Service, Experience & Success","Onboarding, enquiries, cases, complaints, support, warranty, success and service levels",Zendesk,Zendesk,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Onboarding, enquiries, cases, complaints, support, warranty, success and service levels, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F08 Customer Service, Experience & Success.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.zendesk.com/,2026-09-21
ENT-MTB-0071,MTR-0071,F08,"Customer Service, Experience & Success","Onboarding, enquiries, cases, complaints, support, warranty, success and service levels",Freshworks,Freshworks,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Onboarding, enquiries, cases, complaints, support, warranty, success and service levels, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F08 Customer Service, Experience & Success.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.freshworks.com/,2026-09-21
ENT-MTB-0072,MTR-0072,F08,"Customer Service, Experience & Success","Onboarding, enquiries, cases, complaints, support, warranty, success and service levels",Intercom,Intercom,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Onboarding, enquiries, cases, complaints, support, warranty, success and service levels, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F08 Customer Service, Experience & Success.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.intercom.com/,2026-09-21
ENT-MTB-0073,MTR-0073,F08,"Customer Service, Experience & Success","Onboarding, enquiries, cases, complaints, support, warranty, success and service levels",Genesys,Genesys Cloud CX,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Onboarding, enquiries, cases, complaints, support, warranty, success and service levels, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F08 Customer Service, Experience & Success.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.genesys.com/,2026-09-21
ENT-MTB-0074,MTR-0074,F08,"Customer Service, Experience & Success","Onboarding, enquiries, cases, complaints, support, warranty, success and service levels",NICE,NICE CXone,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Onboarding, enquiries, cases, complaints, support, warranty, success and service levels, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F08 Customer Service, Experience & Success.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.nice.com/,2026-09-21
ENT-MTB-0075,MTR-0075,F08,"Customer Service, Experience & Success","Onboarding, enquiries, cases, complaints, support, warranty, success and service levels",SAP,SAP Service Cloud,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Onboarding, enquiries, cases, complaints, support, warranty, success and service levels, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F08 Customer Service, Experience & Success.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.sap.com/products.html,2026-09-21
ENT-MTB-0076,MTR-0076,F08,"Customer Service, Experience & Success","Onboarding, enquiries, cases, complaints, support, warranty, success and service levels",Oracle,Oracle B2B Service,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Onboarding, enquiries, cases, complaints, support, warranty, success and service levels, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F08 Customer Service, Experience & Success.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.oracle.com/,2026-09-21
ENT-MTB-0077,MTR-0077,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",SAP,SAP Ariba,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.sap.com/products.html,2026-09-21
ENT-MTB-0078,MTR-0078,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",Coupa,Coupa,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.coupa.com/,2026-09-21
ENT-MTB-0079,MTR-0079,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",Oracle,Oracle Procurement,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.oracle.com/,2026-09-21
ENT-MTB-0080,MTR-0080,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",Ivalua,Ivalua,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.ivalua.com/,2026-09-21
ENT-MTB-0081,MTR-0081,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",JAGGAER,JAGGAER,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.jaggaer.com/,2026-09-21
ENT-MTB-0082,MTR-0082,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",GEP,GEP SMART,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.gep.com/,2026-09-21
ENT-MTB-0083,MTR-0083,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",Proactis,Proactis,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.proactis.com/,2026-09-21
ENT-MTB-0084,MTR-0084,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",Zycus,Zycus,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.zycus.com/,2026-09-21
ENT-MTB-0085,MTR-0085,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",Basware,Basware,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.basware.com/,2026-09-21
ENT-MTB-0086,MTR-0086,F09,Procurement & Supplier Management,"Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance",Autodesk,Autodesk BuildingConnected,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Category management, sourcing, supplier onboarding, RFx, contracting, requisitioning, purchasing and supplier performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F09 Procurement & Supplier Management.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.autodesk.com/,2026-09-21
ENT-MTB-0087,MTR-0087,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",SAP,SAP Integrated Business Planning / EWM / TM,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.sap.com/products.html,2026-09-21
ENT-MTB-0088,MTR-0088,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",Oracle,Oracle SCM,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.oracle.com/,2026-09-21
ENT-MTB-0089,MTR-0089,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",Microsoft,Microsoft Dynamics 365 Supply Chain Management,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.microsoft.com/en-us/dynamics-365,2026-09-21
ENT-MTB-0090,MTR-0090,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",Blue Yonder,Blue Yonder,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://blueyonder.com/,2026-09-21
ENT-MTB-0091,MTR-0091,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",Kinaxis,Kinaxis RapidResponse / Maestro,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.kinaxis.com/,2026-09-21
ENT-MTB-0092,MTR-0092,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",Manhattan Associates,Manhattan Associates,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.manh.com/,2026-09-21
ENT-MTB-0093,MTR-0093,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",Infor,Infor Supply Chain,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.infor.com/,2026-09-21
ENT-MTB-0094,MTR-0094,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",Körber,Körber,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.koerber-supplychain.com/,2026-09-21
ENT-MTB-0095,MTR-0095,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",Descartes,Descartes,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.descartes.com/,2026-09-21
ENT-MTB-0096,MTR-0096,F10,"Demand, Supply Chain & Logistics","Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk",e2open,e2open,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Demand and supply planning, inventory, warehouse, transport, distribution and supply-chain risk, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F10 Demand, Supply Chain & Logistics.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.e2open.com/,2026-09-21
ENT-MTB-0097,MTR-0097,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",SAP,SAP Digital Manufacturing,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.sap.com/products.html,2026-09-21
ENT-MTB-0098,MTR-0098,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Siemens,Siemens Opcenter,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.siemens.com/,2026-09-21
ENT-MTB-0099,MTR-0099,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Oracle,Oracle Manufacturing,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.oracle.com/,2026-09-21
ENT-MTB-0100,MTR-0100,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Microsoft,Microsoft Dynamics 365 Supply Chain Management,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.microsoft.com/en-us/dynamics-365,2026-09-21
ENT-MTB-0101,MTR-0101,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Dassault Systèmes,Dassault Systèmes DELMIA,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.3ds.com/,2026-09-21
ENT-MTB-0102,MTR-0102,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Rockwell Automation,Rockwell Automation Plex / FactoryTalk,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.rockwellautomation.com/,2026-09-21
ENT-MTB-0103,MTR-0103,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Epicor,Epicor,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.epicor.com/,2026-09-21
ENT-MTB-0104,MTR-0104,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Infor,Infor,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.infor.com/,2026-09-21
ENT-MTB-0105,MTR-0105,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Tulip,Tulip,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://tulip.co/,2026-09-21
ENT-MTB-0106,MTR-0106,F11,Manufacturing / Production Operations,"Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting",Trimble,Tekla PowerFab,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Production planning, scheduling, MES, execution, WIP, capacity, quality and reporting, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F11 Manufacturing / Production Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.trimble.com/,2026-09-21
ENT-MTB-0107,MTR-0107,F12,Service Delivery & Field Operations,"Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance",IFS,IFS Cloud,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F12 Service Delivery & Field Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.ifs.com/,2026-09-21
ENT-MTB-0108,MTR-0108,F12,Service Delivery & Field Operations,"Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance",Salesforce,Salesforce Field Service,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F12 Service Delivery & Field Operations.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.salesforce.com/,2026-09-21
ENT-MTB-0109,MTR-0109,F12,Service Delivery & Field Operations,"Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance",Microsoft,Microsoft Dynamics 365 Field Service,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F12 Service Delivery & Field Operations.",EQUIVALENCE_CLASSIFIED__ARCHITECTURE_PATTERN_COVERED,https://www.microsoft.com/en-us/dynamics-365,2026-09-21
ENT-MTB-0110,MTR-0110,F12,Service Delivery & Field Operations,"Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance",ServiceNow,ServiceNow Field Service Management,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native governed capability for Service planning, scheduling, dispatch, work orders, mobile field execution, acceptance and service performance, with structured business objects, lifecycle/status, responsibility/authority, review/approval, audit evidence, reporting and integration semantics appropriate to F12 Service Delivery & Field Operations.",PRODUCT_DEEP_BENCHMARK_VERIFIED__FUNCTION_SPECIFIC_MODULE_MAPPING_PENDING,https://www.servicenow.com/,2026-09-21
