backlog_id,source_mapping_id,job_profile_id,canonical_name,tool_product,vendor,candidate_job_capabilities,candidate_work_products,product_module_or_workspace,exact_operation_or_task,input_objects_or_data,output_work_product,lifecycle_or_status_model,review_approval_authority,audit_evidence,integration_formats,nublox_native_requirement,verification_status,source_url,verified_date
CBE-MTB-0095,CBE-JTM-0095,CBE-JP-012,Caretaker,SafetyCulture,SafetyCulture,Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting,Work orders; checks; logs; incident records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting; create/control Work orders; checks; logs; incident records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0096,CBE-JTM-0096,CBE-JP-013,Carpenter,Tradify,Tradify,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0097,CBE-JTM-0097,CBE-JP-013,Carpenter,Fergus,Fergus,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0098,CBE-JTM-0098,CBE-JP-013,Carpenter,ServiceM8,ServiceM8,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0099,CBE-JTM-0099,CBE-JP-013,Carpenter,BigChange,BigChange,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0100,CBE-JTM-0100,CBE-JP-013,Carpenter,SketchUp,Trimble,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0101,CBE-JTM-0101,CBE-JP-013,Carpenter,AutoCAD,Autodesk,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0102,CBE-JTM-0102,CBE-JP-013,Carpenter,Procore,Procore,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://www.procore.com/,2026-09-21
CBE-MTB-0103,CBE-JTM-0103,CBE-JP-013,Carpenter,Autodesk Build,Autodesk,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://construction.autodesk.com/products/autodesk-build/,2026-09-21
CBE-MTB-0104,CBE-JTM-0104,CBE-JP-014,Carpet fitter and floor layer,MeasureSquare,Measure Square,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0105,CBE-JTM-0105,CBE-JP-014,Carpet fitter and floor layer,RFMS MeasureMobile,RFMS,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0106,CBE-JTM-0106,CBE-JP-014,Carpet fitter and floor layer,Tradify,Tradify,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0107,CBE-JTM-0107,CBE-JP-014,Carpet fitter and floor layer,ServiceM8,ServiceM8,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0108,CBE-JTM-0108,CBE-JP-014,Carpet fitter and floor layer,Jobber,Jobber,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0109,CBE-JTM-0109,CBE-JP-014,Carpet fitter and floor layer,BigChange,BigChange,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0110,CBE-JTM-0110,CBE-JP-015,Cartographer,Esri ArcGIS Pro,Esri,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0111,CBE-JTM-0111,CBE-JP-015,Cartographer,QGIS,QGIS Project,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0112,CBE-JTM-0112,CBE-JP-015,Cartographer,Precisely MapInfo Pro,Precisely,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0113,CBE-JTM-0113,CBE-JP-015,Cartographer,Safe Software FME,Safe Software,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0114,CBE-JTM-0114,CBE-JP-015,Cartographer,Adobe Illustrator,,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0115,CBE-JTM-0115,CBE-JP-016,Cavity insulation installer,Joblogic,Joblogic,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0116,CBE-JTM-0116,CBE-JP-016,Cavity insulation installer,simPRO,simPRO,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0117,CBE-JTM-0117,CBE-JP-016,Cavity insulation installer,BigChange,BigChange,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0118,CBE-JTM-0118,CBE-JP-016,Cavity insulation installer,Tradify,Tradify,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0119,CBE-JTM-0119,CBE-JP-016,Cavity insulation installer,SafetyCulture,SafetyCulture,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0120,CBE-JTM-0120,CBE-JP-016,Cavity insulation installer,PlanRadar,PlanRadar,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0121,CBE-JTM-0121,CBE-JP-017,Ceiling fixer,Procore,Procore,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://www.procore.com/,2026-09-21
CBE-MTB-0122,CBE-JTM-0122,CBE-JP-017,Ceiling fixer,Autodesk Build,Autodesk,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://construction.autodesk.com/products/autodesk-build/,2026-09-21
CBE-MTB-0123,CBE-JTM-0123,CBE-JP-017,Ceiling fixer,Dalux Field,Dalux,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0124,CBE-JTM-0124,CBE-JP-017,Ceiling fixer,SafetyCulture,SafetyCulture,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0125,CBE-JTM-0125,CBE-JP-017,Ceiling fixer,Tradify,Tradify,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0126,CBE-JTM-0126,CBE-JP-017,Ceiling fixer,Fergus,Fergus,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0127,CBE-JTM-0127,CBE-JP-017,Ceiling fixer,Bluebeam Revu,Bluebeam,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://www.bluebeam.com/revu/,2026-09-21
CBE-MTB-0128,CBE-JTM-0128,CBE-JP-018,Civil engineer,Autodesk Civil 3D,Autodesk,Civil design; calculations; specifications; coordination; site queries; inspections,Designs; calculations; specifications; RFIs; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Civil design; calculations; specifications; coordination; site queries; inspections; create/control Designs; calculations; specifications; RFIs; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,https://www.autodesk.com/products/civil-3d/overview,2026-09-21
CBE-MTB-0129,CBE-JTM-0129,CBE-JP-018,Civil engineer,Bentley OpenRoads Designer,Bentley Systems,Civil design; calculations; specifications; coordination; site queries; inspections,Designs; calculations; specifications; RFIs; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Civil design; calculations; specifications; coordination; site queries; inspections; create/control Designs; calculations; specifications; RFIs; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0130,CBE-JTM-0130,CBE-JP-018,Civil engineer,12d Model,12d Synergy / 12d Solutions,Civil design; calculations; specifications; coordination; site queries; inspections,Designs; calculations; specifications; RFIs; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Civil design; calculations; specifications; coordination; site queries; inspections; create/control Designs; calculations; specifications; RFIs; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0131,CBE-JTM-0131,CBE-JP-018,Civil engineer,Bentley MicroStation,Bentley Systems,Civil design; calculations; specifications; coordination; site queries; inspections,Designs; calculations; specifications; RFIs; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Civil design; calculations; specifications; coordination; site queries; inspections; create/control Designs; calculations; specifications; RFIs; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0132,CBE-JTM-0132,CBE-JP-018,Civil engineer,Autodesk InfraWorks,Autodesk,Civil design; calculations; specifications; coordination; site queries; inspections,Designs; calculations; specifications; RFIs; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Civil design; calculations; specifications; coordination; site queries; inspections; create/control Designs; calculations; specifications; RFIs; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0133,CBE-JTM-0133,CBE-JP-018,Civil engineer,Tekla Tedds,Trimble,Civil design; calculations; specifications; coordination; site queries; inspections,Designs; calculations; specifications; RFIs; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Civil design; calculations; specifications; coordination; site queries; inspections; create/control Designs; calculations; specifications; RFIs; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
CBE-MTB-0134,CBE-JTM-0134,CBE-JP-018,Civil engineer,Autodesk Navisworks,Autodesk,Civil design; calculations; specifications; coordination; site queries; inspections,Designs; calculations; specifications; RFIs; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Civil design; calculations; specifications; coordination; site queries; inspections; create/control Designs; calculations; specifications; RFIs; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PRODUCT_DEEP_BENCHMARK_VERIFIED__JOB_SPECIFIC_MODULE_MAPPING_PENDING,,2026-09-21
CBE-MTB-0135,CBE-JTM-0135,CBE-JP-018,Civil engineer,Bentley ProjectWise,Bentley Systems,Civil design; calculations; specifications; coordination; site queries; inspections,Designs; calculations; specifications; RFIs; inspection records,PENDING_MODULE_VERIFICATION,PENDING_OPERATION_VERIFICATION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,"Provide native job workspace for Civil design; calculations; specifications; coordination; site queries; inspections; create/control Designs; calculations; specifications; RFIs; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",BACKLOG_CREATED,,2026-09-21
