mapping_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,market_tool_category,vendor,tool_product,specialist_capabilities,primary_structured_records,lifecycle_stages,source_url,verification_status,verified_date,nublox_native_requirement
CBE-JTM-0065,CBE-JP-008,Building control officer,D15,F13;F19;F20;F23;F26;F27,Regulatory case management / inspection,PlanRadar,PlanRadar,Applications; plan assessment; inspections; evidence; defects; decisions,Applications; inspection records; notices; decisions; certificates,Design; Construction; Completion,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Applications; plan assessment; inspections; evidence; defects; decisions; create/control Applications; inspection records; notices; decisions; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0066,CBE-JP-008,Building control officer,D15,F13;F19;F20;F23;F26;F27,Regulatory case management / inspection,Microsoft,Microsoft Power BI,Applications; plan assessment; inspections; evidence; defects; decisions,Applications; inspection records; notices; decisions; certificates,Design; Construction; Completion,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Applications; plan assessment; inspections; evidence; defects; decisions; create/control Applications; inspection records; notices; decisions; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0067,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Autodesk,Autodesk Revit,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,https://www.autodesk.com/products/revit/overview,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0068,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,MagiCAD Group,MagiCAD,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0069,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,IES,IES VE 2026,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,https://www.iesve.com/ve2026,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0070,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,DesignBuilder Software,DesignBuilder,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0071,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Trimble,Trimble ProDesign,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0072,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,DIAL,DIALux evo,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0073,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Autodesk,Autodesk Navisworks,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0074,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Solibri,Solibri,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0075,CBE-JP-009,Building services engineer,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Autodesk,Autodesk Docs,MEP design; calculations; equipment schedules; coordination; commissioning requirements,Designs; calculations; specifications; equipment schedules,Design; Construction; Commissioning,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for MEP design; calculations; equipment schedules; coordination; commissioning requirements; create/control Designs; calculations; specifications; equipment schedules as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0076,CBE-JP-010,Building surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,GoReport,GoReport,Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning,Survey reports; defect schedules; photos; scopes; certificates,Survey; Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning; create/control Survey reports; defect schedules; photos; scopes; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0077,CBE-JP-010,Building surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,PlanRadar,PlanRadar,Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning,Survey reports; defect schedules; photos; scopes; certificates,Survey; Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning; create/control Survey reports; defect schedules; photos; scopes; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0078,CBE-JP-010,Building surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Bluebeam,Bluebeam Revu,Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning,Survey reports; defect schedules; photos; scopes; certificates,Survey; Design; Construction; Operations,https://www.bluebeam.com/revu/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning; create/control Survey reports; defect schedules; photos; scopes; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0079,CBE-JP-010,Building surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Matterport,Matterport,Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning,Survey reports; defect schedules; photos; scopes; certificates,Survey; Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning; create/control Survey reports; defect schedules; photos; scopes; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0080,CBE-JP-010,Building surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Autodesk,Autodesk ReCap Pro,Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning,Survey reports; defect schedules; photos; scopes; certificates,Survey; Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning; create/control Survey reports; defect schedules; photos; scopes; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0081,CBE-JP-010,Building surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Esri,ArcGIS Field Maps,Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning,Survey reports; defect schedules; photos; scopes; certificates,Survey; Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning; create/control Survey reports; defect schedules; photos; scopes; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0082,CBE-JP-010,Building surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Autodesk,AutoCAD,Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning,Survey reports; defect schedules; photos; scopes; certificates,Survey; Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning; create/control Survey reports; defect schedules; photos; scopes; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0083,CBE-JP-010,Building surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Microsoft,Microsoft Power BI,Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning,Survey reports; defect schedules; photos; scopes; certificates,Survey; Design; Construction; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Condition surveys; defects; schedules; project advice; dilapidations; maintenance planning; create/control Survey reports; defect schedules; photos; scopes; certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0084,CBE-JP-011,Building technician,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Autodesk,AutoCAD,Technical support; drawings; surveys; records; project coordination,Drawings; survey data; schedules; reports,Design; Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Technical support; drawings; surveys; records; project coordination; create/control Drawings; survey data; schedules; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0085,CBE-JP-011,Building technician,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Autodesk,Autodesk Revit,Technical support; drawings; surveys; records; project coordination,Drawings; survey data; schedules; reports,Design; Construction,https://www.autodesk.com/products/revit/overview,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Technical support; drawings; surveys; records; project coordination; create/control Drawings; survey data; schedules; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0086,CBE-JP-011,Building technician,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Bluebeam,Bluebeam Revu,Technical support; drawings; surveys; records; project coordination,Drawings; survey data; schedules; reports,Design; Construction,https://www.bluebeam.com/revu/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Technical support; drawings; surveys; records; project coordination; create/control Drawings; survey data; schedules; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0087,CBE-JP-011,Building technician,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Autodesk,Autodesk Docs,Technical support; drawings; surveys; records; project coordination,Drawings; survey data; schedules; reports,Design; Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Technical support; drawings; surveys; records; project coordination; create/control Drawings; survey data; schedules; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0088,CBE-JP-011,Building technician,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,Autodesk,Autodesk Navisworks,Technical support; drawings; surveys; records; project coordination,Drawings; survey data; schedules; reports,Design; Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Technical support; drawings; surveys; records; project coordination; create/control Drawings; survey data; schedules; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0089,CBE-JP-011,Building technician,D02,F05;F13;F19;F23;F26;F27,Engineering analysis / design / technical information,PlanRadar,PlanRadar,Technical support; drawings; surveys; records; project coordination,Drawings; survey data; schedules; reports,Design; Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Technical support; drawings; surveys; records; project coordination; create/control Drawings; survey data; schedules; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0090,CBE-JP-012,Caretaker,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,Planon,Planon IWMS,Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting,Work orders; checks; logs; incident records,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting; create/control Work orders; checks; logs; incident records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0091,CBE-JP-012,Caretaker,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,IBM,IBM Maximo Application Suite,Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting,Work orders; checks; logs; incident records,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting; create/control Work orders; checks; logs; incident records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0092,CBE-JP-012,Caretaker,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,Eptura,Eptura / Archibus,Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting,Work orders; checks; logs; incident records,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting; create/control Work orders; checks; logs; incident records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0093,CBE-JP-012,Caretaker,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,MRI Software,MRI Facilities Management,Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting,Work orders; checks; logs; incident records,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting; create/control Work orders; checks; logs; incident records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0094,CBE-JP-012,Caretaker,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,ServiceNow,ServiceNow Field Service Management,Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting,Work orders; checks; logs; incident records,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting; create/control Work orders; checks; logs; incident records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0095,CBE-JP-012,Caretaker,D10,F08;F09;F12;F13;F14;F22;F23;F26;F27,Facilities / asset / maintenance operations,SafetyCulture,SafetyCulture,Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting,Work orders; checks; logs; incident records,Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Inspections; reactive tasks; access; cleaning/maintenance coordination; incident reporting; create/control Work orders; checks; logs; incident records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0096,CBE-JP-013,Carpenter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Tradify,Tradify,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0097,CBE-JP-013,Carpenter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Fergus,Fergus,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0098,CBE-JP-013,Carpenter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,ServiceM8,ServiceM8,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0099,CBE-JP-013,Carpenter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,BigChange,BigChange,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0100,CBE-JP-013,Carpenter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Trimble,SketchUp,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0101,CBE-JP-013,Carpenter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,AutoCAD,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0102,CBE-JP-013,Carpenter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Procore,Procore,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,Construction,https://www.procore.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0103,CBE-JP-013,Carpenter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,Autodesk Build,Job planning; setting out; fabrication; installation; materials; quality,Work orders; cut lists; material usage; photos,Construction,https://construction.autodesk.com/products/autodesk-build/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Job planning; setting out; fabrication; installation; materials; quality; create/control Work orders; cut lists; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0104,CBE-JP-014,Carpet fitter and floor layer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Measure Square,MeasureSquare,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0105,CBE-JP-014,Carpet fitter and floor layer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,RFMS,RFMS MeasureMobile,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0106,CBE-JP-014,Carpet fitter and floor layer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Tradify,Tradify,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0107,CBE-JP-014,Carpet fitter and floor layer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,ServiceM8,ServiceM8,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0108,CBE-JP-014,Carpet fitter and floor layer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Jobber,Jobber,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0109,CBE-JP-014,Carpet fitter and floor layer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,BigChange,BigChange,Site measure; product selection; preparation; installation; snagging,Measurements; material schedules; work orders; completion records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Site measure; product selection; preparation; installation; snagging; create/control Measurements; material schedules; work orders; completion records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0110,CBE-JP-015,Cartographer,D05,F05;F17;F19;F22;F26;F27,GIS / planning / modelling / case management,Esri,Esri ArcGIS Pro,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,Survey; Planning; Design,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
