source_job_profile_id,source_title,source_level,job_family_id,function_ids,subfunction_ids,source_activity_count,candidate_expected_outputs,employment_archetype_ids,employment_archetype_titles,observed_mapping_states,reconciliation_state,reconciliation_rationale,next_action
JP-F01.01-PROFESSIONAL,Strategy & Purpose Specialist,professional,JF-F01,F01,F01.01,5,"Vision & Purpose plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable strategy/enterprise-planning role. Retain as a reusable Job Profile candidate and validate explicit Work Products, decision rights and performance/strategy handoffs.",decompose-f01-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F08.12-PROFESSIONAL,Service-level Manager,professional,JF-F08,F08,F08.12,4,"Service-level Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable customer-experience/service role. Retain as a reusable Job Profile candidate; customer onboarding, enquiry/case/complaint, support, returns, warranty, success, feedback, knowledge and SLA work remain distinct.",decompose-f08-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.01-PROFESSIONAL,Demand Planner,professional,JF-F10,F10,F10.01,4,"Demand Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.02-PROFESSIONAL,S&OP Manager,professional,JF-F10,F10,F10.02,4,"Sales & Operations Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.03-PROFESSIONAL,Supply Planner,professional,JF-F10,F10,F10.03,3,"Supply Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.04-PROFESSIONAL,Inventory Planner,professional,JF-F10,F10,F10.04,4,"Inventory Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.05-PROFESSIONAL,Materials Planner,professional,JF-F10,F10,F10.05,3,"Material Requirements plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.06-PROFESSIONAL,Warehouse Manager,professional,JF-F10,F10,F10.06,7,"Warehouse Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.07-PROFESSIONAL,Inventory Controller,professional,JF-F10,F10,F10.07,4,"Inventory Control plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.09-PROFESSIONAL,Distribution Manager,professional,JF-F10,F10,F10.09,4,"Distribution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.10-PROFESSIONAL,Import / Export Specialist,professional,JF-F10,F10,F10.10,4,"Import / Export plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.11-PROFESSIONAL,Reverse Logistics Specialist,professional,JF-F10,F10,F10.11,6,"Reverse Logistics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.12-PROFESSIONAL,Supply Chain Analyst,professional,JF-F10,F10,F10.12,5,"Supply Chain Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F10.13-PROFESSIONAL,Supply Chain Risk Specialist,professional,JF-F10,F10,F10.13,4,"Supply Chain Risk plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable supply-chain/logistics role. Retain as a reusable Job Profile candidate across demand/supply/inventory/materials/warehouse/distribution/customs/reverse-logistics/risk activities.,decompose-f10-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.01-PROFESSIONAL,Production Planner,professional,JF-F11,F11,F11.01,4,"Production Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.02-PROFESSIONAL,Production Scheduler,professional,JF-F11,F11,F11.02,4,"Production Scheduling plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.03-PROFESSIONAL,Material Staging Specialist,professional,JF-F11,F11,F11.03,4,"Material Staging plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.04-PROFESSIONAL,Production Supervisor,professional,JF-F11,F11,F11.04,4,"Production Execution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.05-PROFESSIONAL,Process Control Specialist,professional,JF-F11,F11,F11.05,3,"Process Control plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.06-PROFESSIONAL,WIP Controller,professional,JF-F11,F11,F11.06,4,"Work-in-progress plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.07-PROFESSIONAL,Packaging Supervisor,professional,JF-F11,F11,F11.07,5,"Packaging plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.08-PROFESSIONAL,Production Reporting Specialist,professional,JF-F11,F11,F11.08,6,"Production Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.09-PROFESSIONAL,Capacity Manager,professional,JF-F11,F11,F11.09,4,"Capacity Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.10-PROFESSIONAL,Maintenance Coordination Specialist,professional,JF-F11,F11,F11.10,3,"Maintenance Coordination plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F11.11-PROFESSIONAL,Lean Improvement Specialist,professional,JF-F11,F11,F11.11,4,"Lean Operations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable production/manufacturing role. Retain as a reusable Job Profile candidate with production order, schedule, material staging, execution, WIP, packaging, reporting, capacity and maintenance interfaces explicit.",decompose-f11-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.01-PROFESSIONAL,Service Planner,professional,JF-F12,F12,F12.01,4,"Service Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.02-PROFESSIONAL,Service Scheduler,professional,JF-F12,F12,F12.02,3,"Service Scheduling plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.03-PROFESSIONAL,Service Dispatcher,professional,JF-F12,F12,F12.03,4,"Resource Dispatch plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.04-PROFESSIONAL,Service Delivery Specialist,professional,JF-F12,F12,F12.04,4,"Service Execution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.05-PROFESSIONAL,Field Service Engineer,professional,JF-F12,F12,F12.05,5,"Field Service plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.06-PROFESSIONAL,Professional Services Consultant,professional,JF-F12,F12,F12.06,4,"Professional Services plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.07-PROFESSIONAL,Service Acceptance Specialist,professional,JF-F12,F12,F12.07,4,"Service Acceptance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.08-PROFESSIONAL,Service Quality Specialist,professional,JF-F12,F12,F12.08,3,"Service Quality plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.09-PROFESSIONAL,Service Capacity Specialist,professional,JF-F12,F12,F12.09,3,"Service Capacity plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F12.10-PROFESSIONAL,Service Performance Specialist,professional,JF-F12,F12,F12.10,5,"Service Performance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The source title represents a coherent independently employable service-delivery/field-operations role. Retain as a reusable Job Profile candidate with service plan/schedule/dispatch/work order/field evidence/acceptance/quality/capacity/performance separated.,decompose-f12-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F13.01-PROFESSIONAL,Quality Strategy Specialist,professional,JF-F13,F13,F13.01,4,"Quality Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable quality-management role. Retain as a reusable Job Profile candidate with quality strategy, non-conformance, CAPA, supplier quality, controlled quality documentation and analytics explicit.",decompose-f13-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F13.05-PROFESSIONAL,Non-Conformance Coordinator,professional,JF-F13,F13,F13.05,5,"Non-conformance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable quality-management role. Retain as a reusable Job Profile candidate with quality strategy, non-conformance, CAPA, supplier quality, controlled quality documentation and analytics explicit.",decompose-f13-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F13.06-PROFESSIONAL,CAPA Specialist,professional,JF-F13,F13,F13.06,4,"Corrective / Preventive Action plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable quality-management role. Retain as a reusable Job Profile candidate with quality strategy, non-conformance, CAPA, supplier quality, controlled quality documentation and analytics explicit.",decompose-f13-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F13.07-PROFESSIONAL,Supplier Quality Engineer,professional,JF-F13,F13,F13.07,3,"Supplier Quality plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable quality-management role. Retain as a reusable Job Profile candidate with quality strategy, non-conformance, CAPA, supplier quality, controlled quality documentation and analytics explicit.",decompose-f13-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F13.08-PROFESSIONAL,Quality Documentation Specialist,professional,JF-F13,F13,F13.08,4,"Quality Documentation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable quality-management role. Retain as a reusable Job Profile candidate with quality strategy, non-conformance, CAPA, supplier quality, controlled quality documentation and analytics explicit.",decompose-f13-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F13.10-PROFESSIONAL,Quality Analyst,professional,JF-F13,F13,F13.10,5,"Quality Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable quality-management role. Retain as a reusable Job Profile candidate with quality strategy, non-conformance, CAPA, supplier quality, controlled quality documentation and analytics explicit.",decompose-f13-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.01-PROFESSIONAL,Corporate Communications Manager,professional,JF-F25,F25,F25.01,3,"Corporate Communications plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.02-PROFESSIONAL,Internal Communications Manager,professional,JF-F25,F25,F25.02,4,"Internal Communications plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.03-PROFESSIONAL,Media Relations Manager,professional,JF-F25,F25,F25.03,4,"Media Relations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.04-PROFESSIONAL,Public Relations Manager,professional,JF-F25,F25,F25.04,3,"Public Relations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.05-PROFESSIONAL,Reputation Manager,professional,JF-F25,F25,F25.05,4,"Reputation Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.06-PROFESSIONAL,Public Affairs Manager,professional,JF-F25,F25,F25.06,3,"Public Affairs plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.07-PROFESSIONAL,Government Relations Manager,professional,JF-F25,F25,F25.07,4,"Government Relations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.08-PROFESSIONAL,Investor Relations Manager,professional,JF-F25,F25,F25.08,3,"Investor Relations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.09-PROFESSIONAL,Annual Reporting Manager,professional,JF-F25,F25,F25.09,5,"Annual Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.10-PROFESSIONAL,Stakeholder Engagement Manager,professional,JF-F25,F25,F25.10,4,"Stakeholder Engagement plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F25.11-PROFESSIONAL,Community Relations Manager,professional,JF-F25,F25,F25.11,3,"Community Relations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable communications/public-affairs/stakeholder role. Retain as a reusable Job Profile candidate with channel/audience, approval, disclosure and stakeholder evidence boundaries explicit.",decompose-f25-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F28.01-PROFESSIONAL,Transformation Director,professional,JF-F28,F28,F28.01,3,"Transformation Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable change/transformation role. Retain as a reusable Job Profile candidate with change impact, stakeholder, communications, readiness/training, adoption and transition work separated.",decompose-f28-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F28.02-PROFESSIONAL,Change Analyst,professional,JF-F28,F28,F28.02,4,"Change Impact Assessment plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable change/transformation role. Retain as a reusable Job Profile candidate with change impact, stakeholder, communications, readiness/training, adoption and transition work separated.",decompose-f28-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F28.03-PROFESSIONAL,Change Stakeholder Manager,professional,JF-F28,F28,F28.03,3,"Stakeholder Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable change/transformation role. Retain as a reusable Job Profile candidate with change impact, stakeholder, communications, readiness/training, adoption and transition work separated.",decompose-f28-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F28.04-PROFESSIONAL,Change Communications Manager,professional,JF-F28,F28,F28.04,3,"Change Communications plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable change/transformation role. Retain as a reusable Job Profile candidate with change impact, stakeholder, communications, readiness/training, adoption and transition work separated.",decompose-f28-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F28.05-PROFESSIONAL,Change Readiness & Training Lead,professional,JF-F28,F28,F28.05,4,"Training / Readiness plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable change/transformation role. Retain as a reusable Job Profile candidate with change impact, stakeholder, communications, readiness/training, adoption and transition work separated.",decompose-f28-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F28.06-PROFESSIONAL,Adoption Manager,professional,JF-F28,F28,F28.06,4,"Adoption Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable change/transformation role. Retain as a reusable Job Profile candidate with change impact, stakeholder, communications, readiness/training, adoption and transition work separated.",decompose-f28-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
JP-F28.07-PROFESSIONAL,Organisational Transition Manager,professional,JF-F28,F28,F28.07,4,"Organisational Transition plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,"The source title represents a coherent independently employable change/transformation role. Retain as a reusable Job Profile candidate with change impact, stakeholder, communications, readiness/training, adoption and transition work separated.",decompose-f28-role-work-products-and-validate-exact-activities-canonical-boundaries-handoffs-authority
