job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,primary_subfunctions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-002,Technical Drawing / Isometric,CONNECTED,Deliver,Project|System|Information Container,F26,F26.05,Information Container: Drawing / Isometric,Connected Authoring Adapter,design|survey|engineer instruction,Fabrication / installation,Revision and checker evidence,candidate-revalidation
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-003,Equipment / Material Traceability Record,NATIVE,Deliver,Work Package|Asset|Material,F10|F22,F10.05|F22.06,Material / Equipment Traceability,Enterprise Grid,purchase/receipt|tags|certificates,Installation / QA / handover,"Identity, batch/serial and location linkage",candidate-revalidation
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-004,Installation / Assembly Record,NATIVE,Deliver,Site|System|Asset|Work Package,F27|F22,F27.06|F22.06,Execution / Installation Record,Field/Mobile composition,work pack|materials|crew,Inspection / test,"Who, what, where, when and installed configuration",candidate-revalidation
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-005,Inspection / Test Sheet,NATIVE,Deliver,System|Asset|Location,F13,F13.04,Inspection / Test,Field/Mobile composition,ITP|installed work|criteria,Acceptance / defect,"Measurements, result, witness and instrument",candidate-revalidation
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-006,Commissioning / Functional Test Record,NATIVE,Deliver,System|Asset|Project,F13|F22,F13.04|F22.06,Commissioning Test,Field/Mobile composition,installation|test procedure|setpoints,Handover / operations,"Test conditions, result, witness and evidence",candidate-revalidation
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-007,Technical Query / Site Clarification,NATIVE,Deliver,Project|Site|Information Container,F26|F27,F26.05|F27.06,RFI / Technical Query,Viewer Workspace,work pack|site condition|drawing,Engineering response,"Question, exact subject revision and disposition",candidate-revalidation
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-008,Defect / Nonconformance Record,NATIVE,Deliver,System|Asset|Work Package,F13,F13.05,NCR / Defect,Case Workspace,inspection|test|installation,Repair / rework / concession,"Evidence, disposition and verification",candidate-revalidation
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-009,Progress / Quantity Record,NATIVE,Deliver,Work Package|Activity|Period,F27,F27.06,Progress Record,Field/Mobile composition,installed quantities|labour|materials,Project controls / valuation,Dated quantity and location evidence,candidate-revalidation
JOB-ECT,Engineering Construction Technician,33,Engineering & Technical Design,,gap-no-direct-job-profile,WP-ECT-010,Engineering Handover Package,ASSISTED,Deliver,Project|System|Asset,F22|F26|F27,F22.06|F26.06|F27.08,Handover Package,Assisted Report Generator,drawings|traceability|tests|defects|commissioning,Operations / asset management,"Completeness, accepted revisions and stewardship",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-001,Fire Safety / Fire Engineering Strategy,NATIVE,Deliver,Project|Property|Stage,F23|F27,F23.01|F27.04,Fire Safety Strategy,Object Workspace,brief|building use|regulations|design,Design requirements / review,"Approved assumptions, objectives and authority",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-002,Fire Engineering Analysis / Model,CONNECTED,Deliver,Project|Property|System,F23|F26,F23.01|F26.05,Information Container: Fire Analysis / Model,Connected Authoring Adapter,strategy|geometry|occupancy|fire scenarios,Design decision / compliance case,"Model revision, scenarios, inputs and checker",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-003,Fire Safety Compliance Matrix,NATIVE,Deliver,Project|Requirement|Property,F20|F23,F20.02|F23.01,Compliance Requirement Matrix,Enterprise Grid,regulations|standards|strategy,Design review / approval,"Requirement source, evidence and disposition",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-004,Fire Design Review Record,NATIVE,Deliver,Project|Information Container|System,F23|F26,F23.01|F26.05,Design Review / Comment,Viewer Workspace,drawings|models|specifications|strategy,Revision / response,Exact subject revision and reviewer disposition,candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-005,Fire Risk / Hazard Assessment,NATIVE,Deliver,Property|System|Location,F20|F23,F20.03|F23.02,Risk Assessment,Enterprise Grid,hazards|occupancy|systems|controls,Design / operational controls,"Assessment basis, residual risk and reviewer",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-006,Fire Safety Inspection,NATIVE,Deliver,Site|Property|Location,F23,F23.03,Inspection,Field/Mobile composition,inspection plan|strategy|installed works,Finding / corrective action,"Photos, observations and inspector",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-007,Fire System Test / Commissioning Evidence,NATIVE,Deliver,System|Asset|Project,F13|F23,F13.04|F23.03,Inspection / Test,Field/Mobile composition,test procedure|system|criteria,Acceptance / handover,"Result, instrument, witness and linked asset",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-008,Fire Safety Finding / Deviation,NATIVE,Deliver,Project|Property|Requirement,F13|F23,F13.05|F23.01,Finding / Compliance Case,Case Workspace,review|inspection|test|requirement,Remediation / concession / decision,"Requirement basis, evidence and disposition",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-009,Fire Engineering Report / Submission,ASSISTED,Deliver,Project|Property|Authority,F19|F23|F26,F19.01|F23.01|F26.05,Controlled Report / Regulatory Submission,Assisted Report Generator,strategy|analysis|compliance|evidence,Client / regulator / building control,"Issued revision, source manifest and recipient",candidate-revalidation
JOB-FSE,Fire Safety Engineer,37,Engineering & Technical Design,,gap-no-direct-job-profile,WP-FSE-010,Fire Safety Handover Information,ASSISTED,Deliver,Project|Property|Asset,F22|F23|F26,F22.06|F23.01|F26.06,Handover Package,Assisted Report Generator,final strategy|tests|as-built info|open findings,Responsible person / operations,Accepted exact revisions and residual obligations,candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-001,Property / Client Instruction,NATIVE,Operate,Property|Party|Instruction,F22,F22.04,Property Instruction,Object Workspace,client need|property identity|scope,Survey / valuation / transaction,"Scope, authority, conflicts and dates",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-002,Property Record / Due Diligence Register,NATIVE,Enterprise Data,Property|Party|Document,F22|F26,F22.06|F26.05,Property / Due Diligence Register,Enterprise Grid,title|leases|plans|asset data,Valuation / advice / transaction,"Source, status and document provenance",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-003,Property Inspection / Survey Record,NATIVE,Operate,Property|Location,F22,F22.09,Condition / Property Inspection,Field/Mobile composition,instruction|property data,Valuation / report / maintenance,"Dated observations, photos and inspector",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-004,Property Valuation,NATIVE,Operate,Property|Valuation Date|Party,F14|F22,F14.13|F22.04,Property Valuation / Assessment,Calculation Workbench,inspection|comparables|lease data|market inputs,Client / transaction / finance,"Basis, assumptions, comparables and valuer",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-005,Lease / Occupancy Record,NATIVE,Operate,Property|Space|Party|Lease,F22|F19,F22.12|F19.02,Lease / Occupancy,Object Workspace,executed lease|property|parties,Rent events / obligations / portfolio,"Executed basis, dates, parties and terms",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-006,Development / Investment Appraisal,NATIVE,Operate,Property|Option|Scenario,F14|F22,F14.13|F22.02,Investment / Development Appraisal,Calculation Workbench,cost|income|programme|planning|valuation,Recommendation / investment decision,"Scenario, assumptions and sensitivity",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-007,Acquisition / Disposal Recommendation,ASSISTED,Operate,Property|Party|Decision,F22|F20,F22.04|F22.14|F20.03,Decision Paper / Recommendation,Assisted Report Generator,due diligence|valuation|appraisal|risks,Approval / transaction,"Source snapshot, rationale and authority",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-008,Property Transaction / Negotiation Record,NATIVE,Operate,Property|Party|Matter,F22|F19,F22.04|F19.01,Property Transaction Case,Case Workspace,instruction|offer|terms|advice,Agreement / legal completion,"Offers, correspondence, decisions and chronology",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-009,Client Property Report,ASSISTED,Operate,Property|Portfolio|Period,F22,F22.01,Controlled Reporting Snapshot,Assisted Report Generator,inspection|valuation|lease|transaction data,Client review,"As-of date, source snapshot and issued revision",candidate-revalidation
JOB-GPS,General Practice Surveyor,42,"Surveying, Property & Land",JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,candidate-multi-profile-composition,WP-GPS-010,Portfolio / Asset Review,ASSISTED,Operate,Portfolio|Property|Period,F22|F14,F22.01|F14.13,Portfolio Review Snapshot,Assisted Report Generator,valuations|leases|condition|performance,Asset strategy / investment plan,Period-locked source evidence and assumptions,candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-001,Geospatial Data Capture Plan,NATIVE,Enterprise Data,Area|Project|Dataset,F26|F27,F26.05|F27.04,Survey / Data Capture Plan,Object Workspace,purpose|accuracy|extent|standards,Field capture / import,"Approved extent, method and coordinate reference",candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-002,Control / Coordinate Reference Record,NATIVE,Enterprise Data,Area|Control Point|Dataset,F26,F26.05,Spatial Reference / Control Record,Enterprise Grid,survey control|reference system,Dataset alignment,"Coordinates, datum, method and verification",candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-003,Spatial Dataset / GIS Layer,CONNECTED,Enterprise Data,Area|Dataset|Feature,F26,F26.05,Information Container: Spatial Dataset,Connected Authoring Adapter,field data|external data|control,Mapping / analysis / design,"Version, lineage, CRS and editor",candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-004,Spatial Feature / Asset Location Register,NATIVE,Enterprise Data,Area|Asset|Feature,F22|F26,F22.06|F26.05,Asset / Spatial Feature Register,Map Workspace|Enterprise Grid,dataset|asset identity|survey,Operations / project / maintenance,Canonical identity link and geometry provenance,candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-005,Map / Visualisation,CONNECTED,Enterprise Data,Area|Project|Information Container,F26,F26.05,Information Container: Map,Connected Authoring Adapter,layers|symbology|purpose,Planning / design / operations,"Revision, extent, scale and data sources",candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-006,Geospatial Metadata,NATIVE,Enterprise Data,Dataset|Information Container,F26,F26.05,Metadata Record,Focused Form,dataset|source|licence,Discovery / governance,"Owner, lineage, dates, CRS and restrictions",candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-007,Spatial QA / Topology Validation,NATIVE,Enterprise Data,Dataset|Area,F13|F26,F13.04|F26.05,Validation Result,Enterprise Grid,dataset|rules|reference data,Release / correction,"Rule results, exceptions and reviewer",candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-008,Dataset Change / Version Record,NATIVE,Enterprise Data,Dataset|Change,F26,F26.05,Dataset Revision / Change,Enterprise Change Workspace,source update|QA finding|change request,New released dataset,"Changed features, reason and supersession",candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-009,Geospatial Exchange Package,ASSISTED,Enterprise Data,Dataset|Party|External System,F26,F26.05,Data Exchange Package,Assisted Report Generator,approved data|schema|mapping,External consumer / authority,"Manifest, format, CRS and version",candidate-revalidation
JOB-GEO,Geospatial Technician,43,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-GEO-010,Geospatial Handover / Archive,ASSISTED,Enterprise Data,Dataset|Project|Archive,F26,F26.06,Handover / Archive Package,Assisted Report Generator,final datasets|maps|metadata|licences,Records / operations,"Completeness, retention and provenance",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-001,Heritage Asset / Designation Record,NATIVE,Operate,Heritage Asset|Property|Location,F22|F26,F22.06|F26.05,Heritage Asset Record,Object Workspace|Map Workspace,designation|historic data|property identity,Assessment / case work,"Source, designation, location and provenance",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-002,Significance / Heritage Assessment,NATIVE,Operate,Heritage Asset|Property|Assessment,F20|F22,F20.03|F22.09,Heritage Significance Assessment,Object Workspace,asset record|historic evidence|survey,Planning / conservation recommendation,"Assessment method, evidence and author",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-003,Heritage Planning / Consent Case,NATIVE,Operate,Property|Application|Authority,F19|F22,F19.01|F22.04,Planning / Heritage Case,Case Workspace,application|assessment|policy|plans,Consultation / decision,"Case chronology, parties and submitted evidence",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-004,Consultation / Representation Record,NATIVE,Operate,Case|Party|Authority,F19|F26,F19.01|F26.05,Consultation Record,Object Workspace,case|stakeholder response|meeting,Recommendation / condition,"Contributor, date, content and linked case",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-005,Conservation Requirement / Condition,NATIVE,Operate,Heritage Asset|Case|Requirement,F20|F22,F20.02|F22.09,Requirement / Condition,Enterprise Grid,decision|policy|significance,Works / monitoring,"Source, owner, due/effective dates and evidence",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-006,Heritage Site Inspection,NATIVE,Operate,Heritage Asset|Property|Location,F22,F22.09,Inspection,Field/Mobile composition,condition|consent|works,Finding / compliance action,"Photos, observations and inspector",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-007,Heritage Recommendation / Decision Paper,ASSISTED,Operate,Case|Heritage Asset|Decision,F20|F22,F20.03|F22.09,Decision Paper / Recommendation,Assisted Report Generator,assessment|consultation|inspection,Authority decision,"Source snapshot, rationale and author",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-008,Heritage Breach / Exception Case,NATIVE,Operate,Heritage Asset|Property|Requirement,F19|F20,F19.01|F20.02,Compliance Case,Case Workspace,inspection|condition|evidence,Remedial / enforcement action,"Requirement basis, evidence and disposition",candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-009,Heritage Monitoring / Condition Report,ASSISTED,Operate,Heritage Asset|Period,F22,F22.09,Controlled Reporting Snapshot,Assisted Report Generator,inspections|conditions|works|exceptions,Conservation plan / stakeholder review,As-of date and source evidence,candidate-revalidation
JOB-HER,Heritage Officer,47,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-HER-010,Heritage Archive / Handover Package,ASSISTED,Operate,Heritage Asset|Archive|Project,F22|F26,F22.06|F26.06,Archive / Handover Package,Assisted Report Generator,assessments|consents|drawings|photos|reports,Long-term stewardship,"Completeness, retention and provenance",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-001,Survey Brief / Control Plan,NATIVE,Deliver,Project|Site|Area,F27|F26,F27.04|F26.05,Survey Plan,Object Workspace,client/project requirements|accuracy|extent,Field survey,"Approved method, extent, datum and tolerances",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-002,Survey Control Network,NATIVE,Enterprise Data,Site|Area|Control Point,F26,F26.05,Survey Control / Coordinate Record,Enterprise Grid|Map Workspace,benchmarks|datum|site access,Observations / setting out,"Coordinates, method and verification evidence",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-003,Survey Observation / Point Dataset,CONNECTED,Enterprise Data,Site|Area|Dataset,F26,F26.05,Information Container: Survey Dataset,Connected Authoring Adapter,control|field observations|instrument files,Topographic model / QA,Instrument/source provenance and raw observation retention,candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-004,Topographic Survey Model / Drawing,CONNECTED,Deliver,Site|Area|Project,F26,F26.05,Information Container: Survey Model / Drawing,Connected Authoring Adapter,survey dataset|feature coding,Design / planning,"Revision, CRS, survey date and checker",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-005,Setting-Out Record,NATIVE,Deliver,Site|Location|Element,F27|F26,F27.06|F26.05,Setting-Out Record,Field/Mobile composition,design coordinates|control|work package,Construction execution / verification,"Point/element, coordinates, time and surveyor",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-006,Boundary / Land Parcel Record,NATIVE,Enterprise Data,Land Parcel|Property|Area,F22|F26,F22.06|F26.05,Land Parcel / Boundary Record,Map Workspace|Object Workspace,title/record data|survey evidence,Property / legal / planning,"Geometry, source evidence and uncertainty",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-007,Survey QA / Closure Check,NATIVE,Enterprise Data,Dataset|Site|Control,F13|F26,F13.04|F26.05,Survey Validation Result,Enterprise Grid,observations|control|tolerance rules,Release / re-survey,"Misclosure, tolerances and reviewer",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-008,As-Built Survey Dataset,CONNECTED,Deliver,Project|Site|Asset,F22|F26,F22.06|F26.05,Information Container: As-Built Survey,Connected Authoring Adapter,completed works|control|observations,Asset / handover / design record,"Survey date, exact geometry and provenance",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-009,Survey Report / Statement,ASSISTED,Deliver,Project|Property|Area,F26,F26.05,Controlled Report / Information Container,Assisted Report Generator,survey results|method|limitations,Client / designer / authority,"Method, date, assumptions and issued revision",candidate-revalidation
JOB-LS,Land Surveyor,50,"Surveying, Property & Land",,gap-no-direct-job-profile,WP-LS-010,Survey Handover Package,ASSISTED,Deliver,Project|Dataset|Archive,F26|F27,F26.06|F27.08,Handover Package,Assisted Report Generator,raw data|control|models|drawings|reports,Client / project / asset information,Completeness and retained provenance,candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-001,Landscape Brief / Site Analysis,NATIVE,Deliver,Project|Site|Landscape Area,F22|F27,F22.09|F27.04,Site / Landscape Assessment,Map Workspace|Object Workspace,brief|survey|ecology|planning|context,Concept design,"Sources, constraints and author",candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-002,Landscape Concept Design,CONNECTED,Deliver,Project|Site|Information Container,F26,F26.05,Information Container: Landscape Design,Connected Authoring Adapter,site analysis|brief|options,Design review / planning,"Revision, option basis and author",candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-003,Detailed Landscape Plan,CONNECTED,Deliver,Project|Site|Location,F26,F26.05,Information Container: Landscape Plan,Connected Authoring Adapter,approved concept|survey|coordination,Construction / procurement,"Revision, coordinates and checker",candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-004,Planting / Material Schedule,CONNECTED,Deliver,Project|Site|Work Package,F26,F26.05,Information Container: Planting / Material Schedule,Connected Authoring Adapter,design|species/products|quantities,Procurement / construction,"Controlled quantities, specification and revision",candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-005,Landscape Specification,CONNECTED,Deliver,Project|Work Package,F26,F26.05,Information Container: Specification,Connected Authoring Adapter,design|standards|maintenance requirements,Procurement / construction,Controlled clauses and approval,candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-006,Landscape Design Decision,NATIVE,Deliver,Project|Site|Decision,F20|F27,F20.03|F27.04,Decision,Decision Workspace,options|constraints|stakeholder input,Approved design basis,"Rationale, authority and subject revision",candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-007,Landscape Coordination / RFI Record,NATIVE,Deliver,Project|Site|Information Container,F26|F27,F26.05|F27.06,Coordination Issue / RFI,Viewer Workspace,design|interfaces|site query,Design response / revision,Exact subject revision and disposition,candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-008,Landscape Inspection / Quality Record,NATIVE,Deliver,Site|Location|Work Package,F13|F27,F13.04|F27.06,Inspection,Field/Mobile composition,design|specification|installed works,Defect / acceptance,"Photos, criteria and inspector",candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-009,Landscape Change / Variation Assessment,NATIVE,Deliver,Project|Site|Change,F27,F27.07,Design / Project Change,Enterprise Change Workspace,site condition|instruction|design impact,Approved revision / commercial change,"Impact, approval and implementation evidence",candidate-revalidation
JOB-LA,Landscape Architect,51,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LA-010,Landscape Handover / Maintenance Plan,ASSISTED,Deliver,Project|Site|Asset|Operations,F22|F26|F27,F22.07|F26.06|F27.08,Handover / Maintenance Package,Assisted Report Generator,as-built plan|planting schedule|defects|care requirements,Operations / grounds maintenance,"Accepted revisions, responsibilities and establishment requirements",candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-001,Development Opportunity / Site Record,NATIVE,Operate,Site|Property|Party,F22,F22.04,Property / Opportunity Record,Object Workspace|Map Workspace,site identity|ownership|market need,Constraints / appraisal,"Source, location, ownership and status",candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-002,Planning Constraints Assessment,NATIVE,Operate,Site|Property|Requirement,F20|F22,F20.02|F22.04,Constraint / Requirement Assessment,Map Workspace|Enterprise Grid,policy|designations|utilities|heritage|environment,Development appraisal / strategy,"Source, spatial basis and assessment date",candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-003,Development Appraisal,NATIVE,Operate,Site|Scenario|Project,F14|F22,F14.13|F22.02,Development / Investment Appraisal,Calculation Workbench,land value|cost|revenue|programme|planning,Investment / acquisition decision,"Scenario, assumptions, sensitivity and author",candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-004,Development Valuation,NATIVE,Operate,Property|Site|Valuation Date,F14|F22,F14.13|F22.04,Property Valuation,Calculation Workbench,comparables|appraisal|planning|market data,Recommendation / transaction,"Basis, assumptions and valuation evidence",candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-005,Planning / Development Strategy,NATIVE,Operate,Site|Project|Stage,F22|F27,F22.02|F27.04,Development Strategy / Plan,Object Workspace,constraints|appraisal|stakeholder objectives,Planning application / project initiation,"Approved objectives, assumptions and route",candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-006,Planning Submission Support Package,ASSISTED,Operate,Site|Project|Authority,F19|F22|F26,F19.01|F22.04|F26.05,Planning Submission / Information Package,Assisted Report Generator,strategy|design|assessments|forms,Authority / consultation,Issued package and exact revisions,candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-007,Planning Negotiation / Case Record,NATIVE,Operate,Site|Authority|Party|Case,F19|F22,F19.01|F22.04,Planning / Development Case,Case Workspace,submission|consultations|offers|conditions,Decision / agreement,"Chronology, participants and evidence",candidate-revalidation
JOB-PDS,Planning and Development Surveyor,57,"Surveying, Property & Land",JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,candidate-multi-profile-composition,WP-PDS-008,Development Recommendation / Decision Paper,ASSISTED,Operate,Site|Project|Decision,F20|F22,F20.03|F22.02,Decision Paper,Assisted Report Generator,appraisal|valuation|planning|risk,Investment / acquisition approval,"Source snapshot, rationale and authority",candidate-revalidation
