employment_job_id,job_title,catalogue_source,source_job_profile_ids,source_reconciliation_states,source_titles,wave_archetype_ids,external_career_indexes,domain,function_ids,job_level,work_product_state,activity_mapping_state,canonical_mapping_state,job_workbench_state,acceptance_state,notes,explicit_work_product_count
EJOB-F21.05-PROFESSIONAL,Data Rights Specialist,source-reconciled,JP-F21.05-PROFESSIONAL,reconciled-retain-employment-profile,Data Rights Specialist,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,5
EJOB-F17.11-PROFESSIONAL,Data Scientist,source-reconciled,JP-F17.11-PROFESSIONAL,reconciled-retain-employment-profile,Data Scientist,,,,F17,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F17.01-PROFESSIONAL,Data Strategy Manager,source-reconciled,JP-F17.01-PROFESSIONAL,reconciled-retain-employment-profile,Data Strategy Manager,,,,F17,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F02.03-PROFESSIONAL,Delegation of Authority Specialist,source-reconciled,JP-F02.03-PROFESSIONAL,reconciled-retain-employment-profile,Delegation of Authority Specialist,,,,F02,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F06.09-PROFESSIONAL,Demand Generation Specialist,source-reconciled,JP-F06.09-PROFESSIONAL,reconciled-retain-employment-profile,Demand Generation Specialist,,,,F06,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F10.01-PROFESSIONAL,Demand Planner,source-reconciled,JP-F10.01-PROFESSIONAL,reconciled-retain-employment-profile,Demand Planner,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-DEMO,Demolition Operative,wave-archetype,,,,JOB-DEMO,29,Site Delivery & Construction Management,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-DM,Design Manager,wave-archetype,,,,JOB-DM,,"Design, Engineering, BIM & Information Management",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F05.06-PROFESSIONAL,Development Specialist,source-reconciled,JP-F05.06-PROFESSIONAL,reconciled-retain-employment-profile,Development Specialist,,,,F05,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F16.06-PROFESSIONAL,DevOps Engineer,source-reconciled,JP-F16.06-PROFESSIONAL,reconciled-retain-employment-profile,DevOps Engineer,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F06.06-PROFESSIONAL,Digital Marketing Specialist,source-reconciled,JP-F06.06-PROFESSIONAL,reconciled-retain-employment-profile,Digital Marketing Specialist,,,,F06,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,6
EJOB-F24.08-PROFESSIONAL,Disaster Recovery Coordinator,source-reconciled,JP-F24.08-PROFESSIONAL,reconciled-retain-employment-profile,Disaster Recovery Coordinator,,,,F24,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F10.09-PROFESSIONAL,Distribution Manager,source-reconciled,JP-F10.09-PROFESSIONAL,reconciled-retain-employment-profile,Distribution Manager,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F04.06-PROFESSIONAL,Divestiture Specialist,source-reconciled,JP-F04.06-PROFESSIONAL,reconciled-retain-employment-profile,Divestiture Specialist,,,,F04,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F26.05-PROFESSIONAL,Document Controller,source-reconciled,JP-F26.05-PROFESSIONAL,reconciled-retain-employment-profile,Document Controller,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-DEA,Domestic Energy Assessor,wave-archetype,JP-F23.10-PROFESSIONAL,,,JOB-DEA,30,Energy & Building Performance,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job composes or references source Functional Roles but remains a distinct employment job.,candidate-count-in-wave-register
EJOB-DRY,Dryliner,wave-archetype,,,,JOB-DRY,31,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F04.03-PROFESSIONAL,Due Diligence Specialist,source-reconciled,JP-F04.03-PROFESSIONAL,reconciled-retain-employment-profile,Due Diligence Specialist,,,,F04,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F19.11-PROFESSIONAL,eDiscovery Specialist,source-reconciled,JP-F19.11-PROFESSIONAL,reconciled-retain-employment-profile,eDiscovery Specialist,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-ELEC,Electrician,wave-archetype,,,,JOB-ELEC,32,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F24.06-PROFESSIONAL,Emergency Response Coordinator,source-reconciled,JP-F24.06-PROFESSIONAL,reconciled-retain-employment-profile,Emergency Response Coordinator,,,,F24,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F15.16-PROFESSIONAL,Employee Engagement Specialist,source-reconciled,JP-F15.16-PROFESSIONAL,reconciled-retain-employment-profile,Employee Engagement Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F15.19-PROFESSIONAL,Employee Offboarding Specialist,source-reconciled,JP-F15.19-PROFESSIONAL,reconciled-retain-employment-profile,Employee Offboarding Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F15.07-PROFESSIONAL,Employee Onboarding Specialist,source-reconciled,JP-F15.07-PROFESSIONAL,reconciled-retain-employment-profile,Employee Onboarding Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F15.17-PROFESSIONAL,Employee Relations Specialist,source-reconciled,JP-F15.17-PROFESSIONAL,reconciled-retain-employment-profile,Employee Relations Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F19.09-PROFESSIONAL,Employment Counsel,source-reconciled,JP-F19.09-PROFESSIONAL,reconciled-retain-employment-profile,Employment Counsel,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F16.10-PROFESSIONAL,Endpoint Engineer,source-reconciled,JP-F16.10-PROFESSIONAL,reconciled-retain-employment-profile,Endpoint Engineer,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F23.10-PROFESSIONAL,Energy Manager,source-reconciled,JP-F23.10-PROFESSIONAL,reconciled-retain-distinct-employment-profile,Energy Manager,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-ECT,Engineering Construction Technician,wave-archetype,,,,JOB-ECT,33,Engineering & Technical Design,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F16.02-PROFESSIONAL,Enterprise Architect,source-reconciled,JP-F16.02-PROFESSIONAL,reconciled-retain-employment-profile,Enterprise Architect,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F20.01-PROFESSIONAL,Enterprise Risk Manager,source-reconciled,JP-F20.01-PROFESSIONAL,reconciled-retain-employment-profile,Enterprise Risk Manager,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F26.09-PROFESSIONAL,Enterprise Search Specialist,source-reconciled,JP-F26.09-PROFESSIONAL,reconciled-retain-employment-profile,Enterprise Search Specialist,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F23.14-PROFESSIONAL,Environmental Compliance Specialist,source-reconciled,JP-F23.14-PROFESSIONAL,reconciled-retain-and-compose,Environmental Compliance Specialist,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F23.07-PROFESSIONAL,Environmental Manager,source-reconciled+wave,JP-F23.07-PROFESSIONAL,reconciled-retain-and-compose,Environmental Manager,JOB-ENV,,"Health, Safety, Environment & Sustainability",F23,professional,candidate-work-product-treatment-defined,not-complete,not-complete,not-designed,not-tested,Wave Work Products exist; source reconciliation retained.,candidate-count-in-wave-register
EJOB-F23.12-PROFESSIONAL,ESG Reporting Specialist,source-reconciled,JP-F23.12-PROFESSIONAL,reconciled-retain-employment-profile,ESG Reporting Specialist,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,5
EJOB-EST,Estimator,wave-archetype,,,,JOB-EST,34,"Commercial, Contracts & Cost",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F20.15-PROFESSIONAL,Ethics & Conduct Officer,source-reconciled,JP-F20.15-PROFESSIONAL,reconciled-retain-employment-profile,Ethics & Conduct Officer,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F02.07-PROFESSIONAL,Ethics Governance Specialist,source-reconciled,JP-F02.07-PROFESSIONAL,reconciled-retain-employment-profile,Ethics Governance Specialist,,,,F02,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F06.08-PROFESSIONAL,Events Specialist,source-reconciled,JP-F06.08-PROFESSIONAL,reconciled-retain-employment-profile,Events Specialist,,,,F06,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F02.04-PROFESSIONAL,Executive Governance Manager,source-reconciled,JP-F02.04-PROFESSIONAL,reconciled-retain-employment-profile,Executive Governance Manager,,,,F02,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F14.09-PROFESSIONAL,Expense Manager,source-reconciled,JP-F14.09-PROFESSIONAL,reconciled-retain-employment-profile,Expense Manager,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F22.10-PROFESSIONAL,Facilities Manager,source-reconciled+wave,JP-F22.10-PROFESSIONAL,reconciled-retain-and-compose,Facilities Manager,JOB-FM,35,"Facilities, Property & Asset Operations",F22,professional,candidate-work-product-treatment-defined,not-complete,not-complete,not-designed,not-tested,Wave Work Products exist; source reconciliation retained.,candidate-count-in-wave-register
EJOB-FENCE,Fence Installer,wave-archetype,,,,JOB-FENCE,36,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F12.05-PROFESSIONAL,Field Service Engineer,source-reconciled,JP-F12.05-PROFESSIONAL,reconciled-retain-employment-profile,Field Service Engineer,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F14.12-PROFESSIONAL,Financial Close Accountant,source-reconciled,JP-F14.12-PROFESSIONAL,reconciled-retain-and-compose,Financial Close Accountant,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F14.20-PROFESSIONAL,Financial Controls Manager,source-reconciled,JP-F14.20-PROFESSIONAL,reconciled-retain-employment-profile,Financial Controls Manager,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F14.14-PROFESSIONAL,Financial Reporting Accountant,source-reconciled,JP-F14.14-PROFESSIONAL,reconciled-retain-and-compose,Financial Reporting Accountant,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F14.01-PROFESSIONAL,Financial Strategy Specialist,source-reconciled,JP-F14.01-PROFESSIONAL,reconciled-retain-employment-profile,Financial Strategy Specialist,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-FSE,Fire Safety Engineer,wave-archetype,,,,JOB-FSE,37,Engineering & Technical Design,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F14.10-PROFESSIONAL,Fixed Asset Accountant,source-reconciled,JP-F14.10-PROFESSIONAL,reconciled-retain-employment-profile,Fixed Asset Accountant,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F14.03-PROFESSIONAL,Forecasting Specialist,source-reconciled,JP-F14.03-PROFESSIONAL,reconciled-retain-employment-profile,Forecasting Specialist,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-FORM,Formworker,wave-archetype,,,,JOB-FORM,38,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F20.14-PROFESSIONAL,Fraud Risk Specialist,source-reconciled,JP-F20.14-PROFESSIONAL,reconciled-retain-employment-profile,Fraud Risk Specialist,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-FURN,Furniture Maker,wave-archetype,,,,JOB-FURN,39,Supply Chain & Manufacturing,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-GASMAIN,Gas Mains Layer,wave-archetype,,,,JOB-GASMAIN,40,Utilities & Networks,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-GAS,Gas Service Technician,wave-archetype,,,,JOB-GAS,41,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F14.04-PROFESSIONAL,General Ledger Accountant,source-reconciled,JP-F14.04-PROFESSIONAL,reconciled-retain-employment-profile,General Ledger Accountant,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-GPS,General Practice Surveyor,wave-archetype,JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL,,,JOB-GPS,42,"Surveying, Property & Land",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job composes or references source Functional Roles but remains a distinct employment job.,candidate-count-in-wave-register
EJOB-GEO,Geospatial Technician,wave-archetype,,,,JOB-GEO,43,"Geospatial, Planning & Transport",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-GLAZ,Glazier,wave-archetype,,,,JOB-GLAZ,44,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F02.02-PROFESSIONAL,Governance Framework Specialist,source-reconciled,JP-F02.02-PROFESSIONAL,reconciled-retain-employment-profile,Governance Framework Specialist,,,,F02,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F25.07-PROFESSIONAL,Government Relations Manager,source-reconciled,JP-F25.07-PROFESSIONAL,reconciled-retain-employment-profile,Government Relations Manager,,,,F25,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F14.13-PROFESSIONAL,Group Consolidation Accountant,source-reconciled,JP-F14.13-PROFESSIONAL,reconciled-retain-employment-profile,Group Consolidation Accountant,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F24-FUNCTION-LEAD,"Head of Business Continuity, Crisis & Physical Security",source-reconciled,JP-F24-FUNCTION-LEAD,reconciled-retain-employment-profile-head,"Head of Business Continuity, Crisis & Physical Security",,,,F24,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,7
EJOB-F29-FUNCTION-LEAD,Head of Business Process & Continuous Improvement,source-reconciled,JP-F29-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Business Process & Continuous Improvement,,,,F29,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,6
EJOB-F28-FUNCTION-LEAD,Head of Change & Transformation,source-reconciled,JP-F28-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Change & Transformation,,,,F28,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F25-FUNCTION-LEAD,"Head of Communications, Public Affairs & Investor Relations",source-reconciled,JP-F25-FUNCTION-LEAD,reconciled-retain-employment-profile-head,"Head of Communications, Public Affairs & Investor Relations",,,,F25,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,6
EJOB-F04-FUNCTION-LEAD,Head of Corporate Development,source-reconciled,JP-F04-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Corporate Development,,,,F04,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F02-FUNCTION-LEAD,Head of Corporate Governance,source-reconciled,JP-F02-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Corporate Governance,,,,F02,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F08-FUNCTION-LEAD,Head of Customer Experience & Success,source-reconciled,JP-F08-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Customer Experience & Success,,,,F08,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F18-FUNCTION-LEAD,Head of Cybersecurity & Information Security,source-reconciled,JP-F18-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Cybersecurity & Information Security,,,,F18,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,7
EJOB-F17-FUNCTION-LEAD,"Head of Data, Analytics & AI",source-reconciled,JP-F17-FUNCTION-LEAD,reconciled-retain-employment-profile-head,"Head of Data, Analytics & AI",,,,F17,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,7
EJOB-F03-FUNCTION-LEAD,Head of Enterprise Performance,source-reconciled,JP-F03-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Enterprise Performance,,,,F03,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,6
EJOB-F14-FUNCTION-LEAD,Head of Finance,source-reconciled,JP-F14-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Finance,,,,F14,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
