source_job_profile_id,source_title,source_level,job_family_id,function_ids,subfunction_ids,source_activity_count,candidate_expected_outputs,employment_archetype_ids,employment_archetype_titles,observed_mapping_states,reconciliation_state,reconciliation_rationale,next_action
JP-F10.03-PROFESSIONAL,Supply Planner,professional,JF-F10,F10,F10.03,3,"Supply Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.04-PROFESSIONAL,Inventory Planner,professional,JF-F10,F10,F10.04,4,"Inventory Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.05-PROFESSIONAL,Materials Planner,professional,JF-F10,F10,F10.05,3,"Material Requirements plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.06-PROFESSIONAL,Warehouse Manager,professional,JF-F10,F10,F10.06,7,"Warehouse Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.07-PROFESSIONAL,Inventory Controller,professional,JF-F10,F10,F10.07,4,"Inventory Control plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.08-PROFESSIONAL,Transport Manager,professional,JF-F10,F10,F10.08,5,"Transport Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-TRP,Transport Planner,candidate-adjacent-profile,reconciled-retain-distinct-employment-profile,This is a legitimate standalone employment role distinct from the Wave archetype that referenced it as adjacent capability. Retain the Job Profile and reuse only its Functional Role where relevant.,define-own-work-products-and-keep-wave-archetype-separate
JP-F10.09-PROFESSIONAL,Distribution Manager,professional,JF-F10,F10,F10.09,4,"Distribution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.10-PROFESSIONAL,Import / Export Specialist,professional,JF-F10,F10,F10.10,4,"Import / Export plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.11-PROFESSIONAL,Reverse Logistics Specialist,professional,JF-F10,F10,F10.11,6,"Reverse Logistics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.12-PROFESSIONAL,Supply Chain Analyst,professional,JF-F10,F10,F10.12,5,"Supply Chain Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F10.13-PROFESSIONAL,Supply Chain Risk Specialist,professional,JF-F10,F10,F10.13,4,"Supply Chain Risk plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11-FUNCTION-LEAD,Head of Manufacturing / Production Operations,head,JF-F11,F11,F11.01|F11.02|F11.03|F11.04|F11.05|F11.06|F11.07|F11.08|F11.09|F11.10|F11.11,45,"Manufacturing / Production Operations strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",,,,reconciled-retain-employment-profile-head,The generated function-lead profile represents a coherent reusable senior leadership employment role accountable across the function. Retain as a candidate Job Profile; its function scope defines accountability provenance and does not grant permissions or delegated authority.,decompose-head-role-work-products-governance-decisions-performance-and-handoffs
JP-F11.01-PROFESSIONAL,Production Planner,professional,JF-F11,F11,F11.01,4,"Production Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.02-PROFESSIONAL,Production Scheduler,professional,JF-F11,F11,F11.02,4,"Production Scheduling plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.03-PROFESSIONAL,Material Staging Specialist,professional,JF-F11,F11,F11.03,4,"Material Staging plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.04-PROFESSIONAL,Production Supervisor,professional,JF-F11,F11,F11.04,4,"Production Execution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.05-PROFESSIONAL,Process Control Specialist,professional,JF-F11,F11,F11.05,3,"Process Control plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.06-PROFESSIONAL,WIP Controller,professional,JF-F11,F11,F11.06,4,"Work-in-progress plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.07-PROFESSIONAL,Packaging Supervisor,professional,JF-F11,F11,F11.07,5,"Packaging plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.08-PROFESSIONAL,Production Reporting Specialist,professional,JF-F11,F11,F11.08,6,"Production Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.09-PROFESSIONAL,Capacity Manager,professional,JF-F11,F11,F11.09,4,"Capacity Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.10-PROFESSIONAL,Maintenance Coordination Specialist,professional,JF-F11,F11,F11.10,3,"Maintenance Coordination plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F11.11-PROFESSIONAL,Lean Improvement Specialist,professional,JF-F11,F11,F11.11,4,"Lean Operations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12-FUNCTION-LEAD,Head of Service Delivery & Field Operations,head,JF-F12,F12,F12.01|F12.02|F12.03|F12.04|F12.05|F12.06|F12.07|F12.08|F12.09|F12.10,39,"Service Delivery & Field Operations strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",,,,reconciled-retain-employment-profile-head,The generated function-lead profile represents a coherent reusable senior leadership employment role accountable across the function. Retain as a candidate Job Profile; its function scope defines accountability provenance and does not grant permissions or delegated authority.,decompose-head-role-work-products-governance-decisions-performance-and-handoffs
JP-F12.01-PROFESSIONAL,Service Planner,professional,JF-F12,F12,F12.01,4,"Service Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.02-PROFESSIONAL,Service Scheduler,professional,JF-F12,F12,F12.02,3,"Service Scheduling plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.03-PROFESSIONAL,Service Dispatcher,professional,JF-F12,F12,F12.03,4,"Resource Dispatch plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.04-PROFESSIONAL,Service Delivery Specialist,professional,JF-F12,F12,F12.04,4,"Service Execution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.05-PROFESSIONAL,Field Service Engineer,professional,JF-F12,F12,F12.05,5,"Field Service plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.06-PROFESSIONAL,Professional Services Consultant,professional,JF-F12,F12,F12.06,4,"Professional Services plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.07-PROFESSIONAL,Service Acceptance Specialist,professional,JF-F12,F12,F12.07,4,"Service Acceptance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.08-PROFESSIONAL,Service Quality Specialist,professional,JF-F12,F12,F12.08,3,"Service Quality plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.09-PROFESSIONAL,Service Capacity Specialist,professional,JF-F12,F12,F12.09,3,"Service Capacity plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F12.10-PROFESSIONAL,Service Performance Specialist,professional,JF-F12,F12,F12.10,5,"Service Performance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F13-FUNCTION-LEAD,Head of Quality,head,JF-F13,F13,F13.01|F13.02|F13.03|F13.04|F13.05|F13.06|F13.07|F13.08|F13.09|F13.10,40,"Quality Management strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",JOB-QM,Quality Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F13.01-PROFESSIONAL,Quality Strategy Specialist,professional,JF-F13,F13,F13.01,4,"Quality Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F13.02-PROFESSIONAL,Quality Planner,professional,JF-F13,F13,F13.02,3,"Quality Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-QM,Quality Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F13.03-PROFESSIONAL,Quality Assurance Specialist,professional,JF-F13,F13,F13.03,3,"Quality Assurance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-QM,Quality Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F13.04-PROFESSIONAL,Quality Control Inspector,professional,JF-F13,F13,F13.04,5,"Quality Control plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-QM,Quality Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F13.05-PROFESSIONAL,Non-Conformance Coordinator,professional,JF-F13,F13,F13.05,5,"Non-conformance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F13.06-PROFESSIONAL,CAPA Specialist,professional,JF-F13,F13,F13.06,4,"Corrective / Preventive Action plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F13.07-PROFESSIONAL,Supplier Quality Engineer,professional,JF-F13,F13,F13.07,3,"Supplier Quality plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F13.08-PROFESSIONAL,Quality Documentation Specialist,professional,JF-F13,F13,F13.08,4,"Quality Documentation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F13.09-PROFESSIONAL,Continuous Improvement Specialist,professional,JF-F13,F13,F13.09,4,"Continuous Improvement plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-compose-into-continuous-improvement-specialist,F13.09 and F29.08 use the same Improvement Opportunity aggregate and overlapping identify/evaluate/implement/measure activities. Treat them as Functional Role sources for one cross-functional employment job.,compose-f13-09-and-f29-08-activities-into-one-job-profile
JP-F13.10-PROFESSIONAL,Quality Analyst,professional,JF-F13,F13,F13.10,5,"Quality Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F14-FUNCTION-LEAD,Head of Finance,head,JF-F14,F14,F14.01|F14.02|F14.03|F14.04|F14.05|F14.06|F14.07|F14.08|F14.09|F14.10|F14.11|F14.12|F14.13|F14.14|F14.15|F14.16|F14.17|F14.18|F14.19|F14.20|F14.21|F14.22,96,"Finance, Accounting, Treasury & Tax strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",,,,reconciled-retain-employment-profile-head,The generated function-lead profile represents a coherent reusable senior leadership employment role accountable across the function. Retain as a candidate Job Profile; its function scope defines accountability provenance and does not grant permissions or delegated authority.,decompose-head-role-work-products-governance-decisions-performance-and-handoffs
JP-F14.01-PROFESSIONAL,Financial Strategy Specialist,professional,JF-F14,F14,F14.01,3,"Financial Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.02-PROFESSIONAL,Budgeting Specialist,professional,JF-F14,F14,F14.02,5,"Budgeting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.03-PROFESSIONAL,Forecasting Specialist,professional,JF-F14,F14,F14.03,3,"Forecasting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.04-PROFESSIONAL,General Ledger Accountant,professional,JF-F14,F14,F14.04,4,"General Ledger plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.05-PROFESSIONAL,Accounts Payable Specialist,professional,JF-F14,F14,F14.05,6,"Accounts Payable plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.06-PROFESSIONAL,Accounts Receivable Specialist,professional,JF-F14,F14,F14.06,4,"Accounts Receivable plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.07-PROFESSIONAL,Credit Controller,professional,JF-F14,F14,F14.07,4,"Credit Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.08-PROFESSIONAL,Collections Specialist,professional,JF-F14,F14,F14.08,5,"Collections plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.09-PROFESSIONAL,Expense Manager,professional,JF-F14,F14,F14.09,5,"Expense Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.10-PROFESSIONAL,Fixed Asset Accountant,professional,JF-F14,F14,F14.10,5,"Fixed Asset Accounting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.11-PROFESSIONAL,Cost Accountant,professional,JF-F14,F14,F14.11,3,"Cost Accounting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PA,Project Accountant,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F14.12-PROFESSIONAL,Financial Close Accountant,professional,JF-F14,F14,F14.12,4,"Financial Close plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PA,Project Accountant,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F14.13-PROFESSIONAL,Group Consolidation Accountant,professional,JF-F14,F14,F14.13,4,"Consolidation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.14-PROFESSIONAL,Financial Reporting Accountant,professional,JF-F14,F14,F14.14,5,"Financial Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PA,Project Accountant,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F14.15-PROFESSIONAL,Treasury Specialist,professional,JF-F14,F14,F14.15,5,"Treasury plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.16-PROFESSIONAL,Payments Specialist,professional,JF-F14,F14,F14.16,5,"Payments plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.17-PROFESSIONAL,Treasury FX Specialist,professional,JF-F14,F14,F14.17,4,"Foreign Exchange plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.18-PROFESSIONAL,Corporate Finance Specialist,professional,JF-F14,F14,F14.18,4,"Debt & Financing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.19-PROFESSIONAL,Tax Specialist,professional,JF-F14,F14,F14.19,6,"Tax plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.20-PROFESSIONAL,Financial Controls Manager,professional,JF-F14,F14,F14.20,4,"Financial Controls plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.21-PROFESSIONAL,Commercial Finance Analyst,professional,JF-F14,F14,F14.21,3,"Profitability Analysis plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F14.22-PROFESSIONAL,Capital Investment Analyst,professional,JF-F14,F14,F14.22,5,"Capital Expenditure plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-employment-profile,The F14 source title and accountability represent a coherent independently employable finance specialist role in a sophisticated enterprise. Retain as a reusable Job Profile candidate; tenants may combine related profiles into one Position without collapsing the reusable employment model.,decompose-f14-role-work-products-and-validate-finance-aggregate-transaction-control-boundaries
JP-F15-FUNCTION-LEAD,Head of Human Resources,head,JF-F15,F15,F15.01|F15.02|F15.03|F15.04|F15.05|F15.06|F15.07|F15.08|F15.09|F15.10|F15.11|F15.12|F15.13|F15.14|F15.15|F15.16|F15.17|F15.18|F15.19|F15.20,88,"Human Resources / Human Capital strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",,,,reconciled-retain-employment-profile-head,The generated function-lead profile represents a coherent reusable senior leadership employment role accountable across the function. Retain as a candidate Job Profile; its function scope defines accountability provenance and does not grant permissions or delegated authority.,decompose-head-role-work-products-governance-decisions-performance-and-handoffs
