job_profile_id,source_status,title,job_family_id,level,purpose,function_ids,subfunction_ids,primary_functional_role_ids,secondary_functional_role_ids,source_activity_count,candidate_expected_outputs,work_product_decomposition_state,authoring_mode_state,canonical_mapping_state,job_workbench_state,role_acceptance_state,source_repository,source_profile_path,source_profile_sha,source_role_path,source_role_sha
JP-F07.10-PROFESSIONAL,candidate,Channel / Partner Sales Specialist,JF-F07,professional,"Perform and continuously improve channel / partner sales work within Sales & Commercial Management, producing controlled, timely and decision-useful outcomes.",F07,F07.10,FR-F07.10,,5,"Channel / Partner Sales plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F07.11-PROFESSIONAL,candidate,Sales Compensation Specialist,JF-F07,professional,"Perform and continuously improve sales compensation work within Sales & Commercial Management, producing controlled, timely and decision-useful outcomes.",F07,F07.11,FR-F07.11,,4,"Sales Compensation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F07.12-PROFESSIONAL,candidate,Sales Forecasting Specialist,JF-F07,professional,"Perform and continuously improve sales forecasting work within Sales & Commercial Management, producing controlled, timely and decision-useful outcomes.",F07,F07.12,FR-F07.12,,4,"Sales Forecasting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F07.13-PROFESSIONAL,candidate,Sales Performance Specialist,JF-F07,professional,"Perform and continuously improve sales performance work within Sales & Commercial Management, producing controlled, timely and decision-useful outcomes.",F07,F07.13,FR-F07.13,,6,"Sales Performance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08-FUNCTION-LEAD,candidate,Head of Customer Experience & Success,JF-F08,head,"Provide accountable leadership for Customer Service, Experience & Success, establishing direction, governance, resources, controls and performance expectations across the function.",F08,F08.01|F08.02|F08.03|F08.04|F08.05|F08.06|F08.07|F08.08|F08.09|F08.10|F08.11|F08.12,FR-F08.01|FR-F08.02|FR-F08.03|FR-F08.04|FR-F08.05|FR-F08.06|FR-F08.07|FR-F08.08|FR-F08.09|FR-F08.10|FR-F08.11|FR-F08.12,,56,"Customer Service, Experience & Success strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.01-PROFESSIONAL,candidate,Customer Onboarding Specialist,JF-F08,professional,"Perform and continuously improve customer onboarding work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.01,FR-F08.01,,5,"Customer Onboarding plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.02-PROFESSIONAL,candidate,Customer Enquiry Manager,JF-F08,professional,"Perform and continuously improve customer enquiry management work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.02,FR-F08.02,,6,"Customer Enquiry Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.03-PROFESSIONAL,candidate,Case Manager,JF-F08,professional,"Perform and continuously improve case management work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.03,FR-F08.03,,6,"Case Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.04-PROFESSIONAL,candidate,Complaint Manager,JF-F08,professional,"Perform and continuously improve complaint management work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.04,FR-F08.04,,5,"Complaint Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.05-PROFESSIONAL,candidate,Technical Support Specialist,JF-F08,professional,"Perform and continuously improve technical support work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.05,FR-F08.05,,5,"Technical Support plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.06-PROFESSIONAL,candidate,Returns & Refunds Specialist,JF-F08,professional,"Perform and continuously improve returns / refunds work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.06,FR-F08.06,,5,"Returns / Refunds plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.07-PROFESSIONAL,candidate,Warranty Specialist,JF-F08,professional,"Perform and continuously improve warranty work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.07,FR-F08.07,,4,"Warranty plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.08-PROFESSIONAL,candidate,Customer Success Specialist,JF-F08,professional,"Perform and continuously improve customer success work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.08,FR-F08.08,,4,"Customer Success plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.09-PROFESSIONAL,candidate,Information Retention Specialist,JF-F08,professional,"Perform and continuously improve retention work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.09,FR-F08.09,,4,"Retention plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.10-PROFESSIONAL,candidate,Customer Feedback Specialist,JF-F08,professional,"Perform and continuously improve customer feedback work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.10,FR-F08.10,,4,"Customer Feedback plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.11-PROFESSIONAL,candidate,Customer Knowledge Manager,JF-F08,professional,"Perform and continuously improve customer knowledge work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.11,FR-F08.11,,4,"Customer Knowledge plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F08.12-PROFESSIONAL,candidate,Service-level Manager,JF-F08,professional,"Perform and continuously improve service-level management work within Customer Service, Experience & Success, producing controlled, timely and decision-useful outcomes.",F08,F08.12,FR-F08.12,,4,"Service-level Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09-FUNCTION-LEAD,candidate,Head of Procurement & Supplier Management,JF-F09,head,"Provide accountable leadership for Procurement & Supplier Management, establishing direction, governance, resources, controls and performance expectations across the function.",F09,F09.01|F09.02|F09.03|F09.04|F09.05|F09.06|F09.07|F09.08|F09.09|F09.10|F09.11|F09.12|F09.13,FR-F09.01|FR-F09.02|FR-F09.03|FR-F09.04|FR-F09.05|FR-F09.06|FR-F09.07|FR-F09.08|FR-F09.09|FR-F09.10|FR-F09.11|FR-F09.12|FR-F09.13,,57,"Procurement & Supplier Management strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.01-PROFESSIONAL,candidate,Procurement Strategy Manager,JF-F09,professional,"Perform and continuously improve procurement strategy work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.01,FR-F09.01,,4,"Procurement Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.02-PROFESSIONAL,candidate,Category Manager,JF-F09,professional,"Perform and continuously improve category management work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.02,FR-F09.02,,4,"Category Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.03-PROFESSIONAL,candidate,Supplier Sourcing Specialist,JF-F09,professional,"Perform and continuously improve supplier discovery work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.03,FR-F09.03,,4,"Supplier Discovery plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.04-PROFESSIONAL,candidate,Strategic Sourcing Specialist,JF-F09,professional,"Perform and continuously improve sourcing work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.04,FR-F09.04,,4,"Sourcing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.05-PROFESSIONAL,candidate,Supplier Commercial Manager,JF-F09,professional,"Perform and continuously improve supplier negotiation work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.05,FR-F09.05,,5,"Supplier Negotiation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.06-PROFESSIONAL,candidate,Procurement Contracts Manager,JF-F09,professional,"Perform and continuously improve contracting work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.06,FR-F09.06,,6,"Contracting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.07-PROFESSIONAL,candidate,Supplier Onboarding Specialist,JF-F09,professional,"Perform and continuously improve supplier onboarding work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.07,FR-F09.07,,4,"Supplier Onboarding plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.08-PROFESSIONAL,candidate,Procurement Operations Specialist,JF-F09,professional,"Perform and continuously improve requisitioning work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.08,FR-F09.08,,4,"Requisitioning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.09-PROFESSIONAL,candidate,Buyer,JF-F09,professional,"Perform and continuously improve purchase ordering work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.09,FR-F09.09,,5,"Purchase Ordering plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.10-PROFESSIONAL,candidate,Supplier Performance Specialist,JF-F09,professional,"Perform and continuously improve supplier performance work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.10,FR-F09.10,,5,"Supplier Performance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.11-PROFESSIONAL,candidate,Supplier Risk Specialist,JF-F09,professional,"Perform and continuously improve supplier risk work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.11,FR-F09.11,,3,"Supplier Risk plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.12-PROFESSIONAL,candidate,Supplier Relationship Manager,JF-F09,professional,"Perform and continuously improve supplier relationship management work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.12,FR-F09.12,,4,"Supplier Relationship Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F09.13-PROFESSIONAL,candidate,Procurement Analyst,JF-F09,professional,"Perform and continuously improve procurement analytics work within Procurement & Supplier Management, producing controlled, timely and decision-useful outcomes.",F09,F09.13,FR-F09.13,,5,"Procurement Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10-FUNCTION-LEAD,candidate,Head of Supply Chain & Logistics,JF-F10,head,"Provide accountable leadership for Demand, Supply Chain & Logistics, establishing direction, governance, resources, controls and performance expectations across the function.",F10,F10.01|F10.02|F10.03|F10.04|F10.05|F10.06|F10.07|F10.08|F10.09|F10.10|F10.11|F10.12|F10.13,FR-F10.01|FR-F10.02|FR-F10.03|FR-F10.04|FR-F10.05|FR-F10.06|FR-F10.07|FR-F10.08|FR-F10.09|FR-F10.10|FR-F10.11|FR-F10.12|FR-F10.13,,57,"Demand, Supply Chain & Logistics strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.01-PROFESSIONAL,candidate,Demand Planner,JF-F10,professional,"Perform and continuously improve demand planning work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.01,FR-F10.01,,4,"Demand Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.02-PROFESSIONAL,candidate,S&OP Manager,JF-F10,professional,"Perform and continuously improve sales & operations planning work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.02,FR-F10.02,,4,"Sales & Operations Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.03-PROFESSIONAL,candidate,Supply Planner,JF-F10,professional,"Perform and continuously improve supply planning work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.03,FR-F10.03,,3,"Supply Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.04-PROFESSIONAL,candidate,Inventory Planner,JF-F10,professional,"Perform and continuously improve inventory planning work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.04,FR-F10.04,,4,"Inventory Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.05-PROFESSIONAL,candidate,Materials Planner,JF-F10,professional,"Perform and continuously improve material requirements work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.05,FR-F10.05,,3,"Material Requirements plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.06-PROFESSIONAL,candidate,Warehouse Manager,JF-F10,professional,"Perform and continuously improve warehouse management work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.06,FR-F10.06,,7,"Warehouse Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.07-PROFESSIONAL,candidate,Inventory Controller,JF-F10,professional,"Perform and continuously improve inventory control work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.07,FR-F10.07,,4,"Inventory Control plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.08-PROFESSIONAL,candidate,Transport Manager,JF-F10,professional,"Perform and continuously improve transport management work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.08,FR-F10.08,,5,"Transport Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.09-PROFESSIONAL,candidate,Distribution Manager,JF-F10,professional,"Perform and continuously improve distribution work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.09,FR-F10.09,,4,"Distribution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.10-PROFESSIONAL,candidate,Import / Export Specialist,JF-F10,professional,"Perform and continuously improve import / export work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.10,FR-F10.10,,4,"Import / Export plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
