job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-001,Survey Instruction / Scope,NATIVE,Deliver,Property|Site|Asset,F12|F22,Professional Services Engagement / Work Order,Form|Object Workspace,client instruction|property context,Survey plan,Agreed scope and authority,candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-002,Condition Survey,NATIVE,Deliver,Property|Building|Location|Asset,F22,Inspection / Condition Assessment,Field/Mobile composition|Map/Spatial Workspace,asset/property register|inspection plan,Survey report / maintenance plan,"Observations, photos and ratings",candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-003,Defect Schedule,NATIVE,Deliver,Property|Location|Asset,F13|F22,Defect / Technical Schedule,Enterprise Grid|Field/Mobile composition,condition survey,Scope / works order,"Defect location, severity and evidence",candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-004,Schedule of Condition,ASSISTED,Deliver,Property|Lease|Contract,F19|F22|F26,Information Container / Inspection,Assisted Report Generator,survey evidence|photos|location structure,Lease / contractual record,Issued controlled schedule,candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-005,Dilapidations Schedule / Assessment,ASSISTED,Deliver,Property|Lease|Contract,F19|F22,Claim / Condition Assessment / Information Container,Assisted Report Generator|Enterprise Grid,lease obligations|condition|cost,Negotiation / claim / settlement,Clause-to-defect-to-cost traceability,candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-006,Remedial Works Scope,NATIVE,Deliver,Property|Project|Work Package,F22|F27,Work Package / Specification,Enterprise Grid|Object Workspace,defects|survey|standards,Estimate / procurement / work order,Scope provenance and acceptance criteria,candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-007,Building Survey Report,ASSISTED,Deliver,Property|Client Engagement,F12|F22|F26,Information Container: Report,Assisted Report Generator,survey|defects|photos|recommendations,Client decision / project / maintenance,Source-linked issued report,candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-008,Project / Works Inspection,NATIVE,Deliver,Project|Property|Work Package,F13|F22,Inspection,Field/Mobile composition,scope|specification|progress,Certificate / defect / payment input,Inspection evidence,candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-009,Certificate / Professional Statement,ASSISTED,Deliver,Project|Contract|Property,F19|F22|F26,Certificate / Information Container,Assisted Report Generator,inspection|contract|authority,Client/contract consequence,Signer authority and supporting evidence,candidate-revalidation
JOB-BS,Building Surveyor,10,"Surveying, Property & Land",,gap-no-sector-job-profile,WP-BS-010,Maintenance / Lifecycle Plan,NATIVE,Operate,Property|Asset|Period,F22,Maintenance Plan / Lifecycle Replacement Plan,Enterprise Grid,condition|criticality|cost|compliance,Work orders / capex plan,Approved plan and assumptions,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-001,Property / Asset Register Stewardship,NATIVE,Enterprise Data,Estate|Property|Asset,F22,Property / Asset,Collection View|Enterprise Grid,handover|survey|acquisition,Maintenance / compliance / finance,Identity and stewardship history,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-002,Maintenance Strategy / PPM Plan,NATIVE,Operate,Property|System|Asset,F22,Maintenance Strategy / Maintenance Plan,Enterprise Grid|Structure Browser,asset hierarchy|criticality|manufacturer guidance|statutory needs,Maintenance Schedule / Work Orders,Approved plan and task provenance,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-003,Maintenance Schedule,NATIVE,Operate,Asset|Period,F22,Maintenance Schedule,Enterprise Grid,PPM plan|calendar|resources,Work Orders,Scheduled due work,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-004,Service Request / Work Order,NATIVE,Operate,Property|Asset|Location,F12|F22,Service Request / Work Order,Object Workspace|Field/Mobile composition,fault/request|SLA|asset,Execution / service history,"Request, assignment and completion evidence",candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-005,Contractor Instruction / Service Appointment,NATIVE,Operate,Contract|Supplier|Asset,F09|F12|F22,Service Appointment / Work Order,Collection View,service contract|request|supplier,Field execution / invoice,Instruction and attendance provenance,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-006,Statutory / Compliance Inspection,NATIVE,Operate,Asset|Property|Requirement,F13|F20|F22,Statutory Inspection / Compliance Evidence,Field/Mobile composition,legal requirement|asset|inspection schedule,Remediation / certificate,Competent-person and result evidence,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-007,SLA / Service Performance Review,ASSISTED,Operate,Service Contract|Supplier|Period,F08|F09|F22,Performance Review / Controlled Reporting Snapshot,Assisted Report Generator,work orders|SLA|complaints|cost,Supplier review / corrective action,Period-locked measures and actions,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-008,Facilities Budget / Forecast,NATIVE,Operate,Property|Cost Centre|Period,F14|F22,Budget / Forecast,Enterprise Grid,maintenance plan|contracts|utilities|projects,Finance plan / forecast,Approved assumptions and changes,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-009,Utility / Consumption Review,ASSISTED,Operate,Property|Meter|Period,F22|F23,Utility Consumption / Performance Snapshot,Assisted Report Generator,meter data|tariff|weather|occupancy,Energy actions / budget,Source readings and calculations,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-010,Condition Assessment,NATIVE,Operate,Asset|Property,F22,Condition Assessment,Field/Mobile composition,inspection|failure|maintenance history,Maintenance / replacement plan,Observation provenance,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-011,Lifecycle Replacement Plan,NATIVE,Operate,Asset|Property|Period,F14|F22,Lifecycle Replacement Plan,Enterprise Grid|Calculation Workbench,condition|criticality|cost|remaining life,Capex / project pipeline,Prioritised renewal rationale,candidate-revalidation
JOB-FM,Facilities Manager,35,"Facilities, Property & Asset Operations",JP-F22.10-PROFESSIONAL,candidate-partial-match,WP-FM-012,Facilities Performance Report,ASSISTED,Operate,Estate|Property|Period,F22,Controlled Reporting Snapshot,Assisted Report Generator,SLA|cost|energy|compliance|work orders,Management review,Period-locked source evidence,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-001,Procurement Strategy,NATIVE,Operate,Enterprise|Category|Legal Entity,F09,Procurement Strategy / Plan,Object Workspace|Assisted Report Generator,spend|pipeline|risk|policy,Category / sourcing plans,Approved strategy and assumptions,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-002,Category Plan,NATIVE,Operate,Category|Period,F09,Category Plan,Object Workspace|Calculation Workbench,spend|market|supplier landscape|demand,Sourcing pipeline,Approved category actions,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-003,Supplier Pre-qualification,NATIVE,Enterprise Data,Supplier|Category,F09,Supplier Qualification / Approved Status,Object Workspace|Import Workbench,supplier data|credentials|financial/risk evidence,Approved supplier pool,"Evidence, reviewer and expiry",candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-004,Sourcing Event / RFQ / RFP,NATIVE,Deliver,Procurement Package|Project|Category,F09,Sourcing Event / RFQ / RFP,Collection View|Form,requisition|scope|supplier list,Bid responses,Issue and invitation provenance,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-005,Bid Evaluation / Comparison,NATIVE,Deliver,Sourcing Event,F09,Evaluation / Comparison,Enterprise Grid,bid responses|criteria|normalisations,Award recommendation,"Scoring, exclusions and conflicts",candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-006,Award Recommendation / Decision,NATIVE,Deliver,Sourcing Event|Contract,F09,Award / Decision,Decision Workspace,evaluation|risk|commercial terms,Purchase Order / Contract,Authority and decision rationale,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-007,Procurement Package,NATIVE,Deliver,Project|Work Package,F09|F27,Procurement Package,Object Workspace|Structure Browser,scope|programme|budget|specification,Sourcing / commitment,Package readiness and status,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-008,Purchase Order / Subcontract Commitment,NATIVE,Deliver,Supplier|Project|Contract,F09|F14,Purchase Order / Subcontract Commitment,Enterprise Grid|Object Workspace,award|terms|lines|cost allocations,Receipt / invoice / commitment,Approval and issued commitment,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-009,Supplier Onboarding Record,NATIVE,Enterprise Data,Supplier|Legal Entity,F09,Supplier Relationship / Onboarding Evidence,Object Workspace|Import Workbench,tax|bank|insurance|credentials,Activated supplier,Verification and activation evidence,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-010,Supplier Risk Assessment,NATIVE,Operate,Supplier|Category,F09|F20,Supplier Risk,Object Workspace,financial|operational|ESG|cyber evidence,Mitigation / sourcing restriction,Assessment and review history,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-011,Supplier Performance Review,NATIVE,Operate,Supplier|Contract|Period,F09,Supplier Performance Review,Enterprise Grid|Object Workspace,delivery|quality|cost|SLA|incidents,Corrective action / renewal decision,Period measures and meeting actions,candidate-revalidation
JOB-PROC,Procurement Manager,,Procurement & Supplier Management,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,candidate-multi-profile-composition,WP-PROC-012,Spend / Savings / Compliance Report,ASSISTED,Operate,Enterprise|Category|Period,F09|F14,Controlled Reporting Snapshot,Assisted Report Generator,PO|invoice|contract|category|baseline,Management review / strategy,Period-locked measures and definitions,candidate-revalidation
