capability_id,function_code,function_name,l2_id,l2_name,activity_sequence,activity_name,work_pattern,native_engine_ids,shared_platform_engine_ids,canonical_object_mapping_status,implementation_reconciliation_status,effective_date
"NCC-F09.05-005","F09","Procurement & Supplier Management","F09.05","Supplier negotiation","5","incentives","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.06-001","F09","Procurement & Supplier Management","F09.06","Contracting","1","Draft contract","AUTHOR_CREATE","NTE-020;NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.06-002","F09","Procurement & Supplier Management","F09.06","Contracting","2","review","OPERATE","NTE-020;NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.06-003","F09","Procurement & Supplier Management","F09.06","Contracting","3","approve","GOVERN_DECIDE","NTE-020;NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.06-004","F09","Procurement & Supplier Management","F09.06","Contracting","4","execute","TRANSACT_EXECUTE","NTE-020;NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.06-005","F09","Procurement & Supplier Management","F09.06","Contracting","5","store","OPERATE","NTE-020;NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.06-006","F09","Procurement & Supplier Management","F09.06","Contracting","6","renew","OPERATE","NTE-020;NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.07-001","F09","Procurement & Supplier Management","F09.07","Supplier onboarding","1","Verify supplier","ASSURE_VERIFY","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.07-002","F09","Procurement & Supplier Management","F09.07","Supplier onboarding","2","collect tax/bank information","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.07-003","F09","Procurement & Supplier Management","F09.07","Supplier onboarding","3","perform due diligence","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.07-004","F09","Procurement & Supplier Management","F09.07","Supplier onboarding","4","activate","TRANSACT_EXECUTE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.08-001","F09","Procurement & Supplier Management","F09.08","Requisitioning","1","Create requisition","AUTHOR_CREATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.08-002","F09","Procurement & Supplier Management","F09.08","Requisitioning","2","validate","ASSURE_VERIFY","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.08-003","F09","Procurement & Supplier Management","F09.08","Requisitioning","3","route for approval","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.08-004","F09","Procurement & Supplier Management","F09.08","Requisitioning","4","convert to purchase order","TRANSACT_EXECUTE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.09-001","F09","Procurement & Supplier Management","F09.09","Purchase ordering","1","Create PO","AUTHOR_CREATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.09-002","F09","Procurement & Supplier Management","F09.09","Purchase ordering","2","approve","GOVERN_DECIDE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.09-003","F09","Procurement & Supplier Management","F09.09","Purchase ordering","3","issue","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.09-004","F09","Procurement & Supplier Management","F09.09","Purchase ordering","4","amend","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.09-005","F09","Procurement & Supplier Management","F09.09","Purchase ordering","5","close","TRANSACT_EXECUTE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.10-001","F09","Procurement & Supplier Management","F09.10","Supplier performance","1","Define KPIs","AUTHOR_CREATE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.10-002","F09","Procurement & Supplier Management","F09.10","Supplier performance","2","collect results","OPERATE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.10-003","F09","Procurement & Supplier Management","F09.10","Supplier performance","3","score supplier","ANALYSE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.10-004","F09","Procurement & Supplier Management","F09.10","Supplier performance","4","conduct reviews","OPERATE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.10-005","F09","Procurement & Supplier Management","F09.10","Supplier performance","5","corrective action","EXCEPTION_IMPROVE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.11-001","F09","Procurement & Supplier Management","F09.11","Supplier risk","1","Assess financial/operational/ESG/cyber risk","ANALYSE","NTE-020;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.11-002","F09","Procurement & Supplier Management","F09.11","Supplier risk","2","monitor changes","ANALYSE","NTE-020;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.11-003","F09","Procurement & Supplier Management","F09.11","Supplier risk","3","mitigate risk","OPERATE","NTE-020;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.12-001","F09","Procurement & Supplier Management","F09.12","Supplier relationship management","1","Segment strategic suppliers","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.12-002","F09","Procurement & Supplier Management","F09.12","Supplier relationship management","2","conduct reviews","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.12-003","F09","Procurement & Supplier Management","F09.12","Supplier relationship management","3","collaborate","OPERATE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.12-004","F09","Procurement & Supplier Management","F09.12","Supplier relationship management","4","resolve disputes","EXCEPTION_IMPROVE","NTE-020","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.13-001","F09","Procurement & Supplier Management","F09.13","Procurement analytics","1","Analyse spend","ANALYSE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.13-002","F09","Procurement & Supplier Management","F09.13","Procurement analytics","2","savings","OPERATE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.13-003","F09","Procurement & Supplier Management","F09.13","Procurement analytics","3","compliance","OPERATE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.13-004","F09","Procurement & Supplier Management","F09.13","Procurement analytics","4","supplier concentration","OPERATE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F09.13-005","F09","Procurement & Supplier Management","F09.13","Procurement analytics","5","maverick spend","OPERATE","NTE-020;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.01-001","F10","Demand, Supply Chain & Logistics","F10.01","Demand planning","1","Collect demand signals","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.01-002","F10","Demand, Supply Chain & Logistics","F10.01","Demand planning","2","generate forecast","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.01-003","F10","Demand, Supply Chain & Logistics","F10.01","Demand planning","3","review assumptions","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.01-004","F10","Demand, Supply Chain & Logistics","F10.01","Demand planning","4","approve forecast","GOVERN_DECIDE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.02-001","F10","Demand, Supply Chain & Logistics","F10.02","Sales & operations planning","1","Reconcile demand/supply","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.02-002","F10","Demand, Supply Chain & Logistics","F10.02","Sales & operations planning","2","evaluate capacity","ANALYSE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.02-003","F10","Demand, Supply Chain & Logistics","F10.02","Sales & operations planning","3","model scenarios","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.02-004","F10","Demand, Supply Chain & Logistics","F10.02","Sales & operations planning","4","approve plan","GOVERN_DECIDE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.03-001","F10","Demand, Supply Chain & Logistics","F10.03","Supply planning","1","Calculate requirements","ANALYSE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.03-002","F10","Demand, Supply Chain & Logistics","F10.03","Supply planning","2","determine supply plan","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.03-003","F10","Demand, Supply Chain & Logistics","F10.03","Supply planning","3","allocate resources","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.04-001","F10","Demand, Supply Chain & Logistics","F10.04","Inventory planning","1","Set safety stock","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.04-002","F10","Demand, Supply Chain & Logistics","F10.04","Inventory planning","2","reorder points","TRANSACT_EXECUTE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.04-003","F10","Demand, Supply Chain & Logistics","F10.04","Inventory planning","3","target stock levels","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.04-004","F10","Demand, Supply Chain & Logistics","F10.04","Inventory planning","4","optimise inventory","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.05-001","F10","Demand, Supply Chain & Logistics","F10.05","Material requirements","1","Calculate requirements","ANALYSE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.05-002","F10","Demand, Supply Chain & Logistics","F10.05","Material requirements","2","schedule replenishment","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.05-003","F10","Demand, Supply Chain & Logistics","F10.05","Material requirements","3","release purchase/production requirements","TRANSACT_EXECUTE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.06-001","F10","Demand, Supply Chain & Logistics","F10.06","Warehouse management","1","Receive","TRANSACT_EXECUTE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.06-002","F10","Demand, Supply Chain & Logistics","F10.06","Warehouse management","2","inspect","ASSURE_VERIFY","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.06-003","F10","Demand, Supply Chain & Logistics","F10.06","Warehouse management","3","put away","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.06-004","F10","Demand, Supply Chain & Logistics","F10.06","Warehouse management","4","move","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.06-005","F10","Demand, Supply Chain & Logistics","F10.06","Warehouse management","5","pick","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.06-006","F10","Demand, Supply Chain & Logistics","F10.06","Warehouse management","6","pack","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.06-007","F10","Demand, Supply Chain & Logistics","F10.06","Warehouse management","7","dispatch","TRANSACT_EXECUTE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.07-001","F10","Demand, Supply Chain & Logistics","F10.07","Inventory control","1","Count inventory","OPERATE","NTE-021;NTE-022;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.07-002","F10","Demand, Supply Chain & Logistics","F10.07","Inventory control","2","reconcile variance","OPERATE","NTE-021;NTE-022;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.07-003","F10","Demand, Supply Chain & Logistics","F10.07","Inventory control","3","manage adjustments","OPERATE","NTE-021;NTE-022;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.07-004","F10","Demand, Supply Chain & Logistics","F10.07","Inventory control","4","quarantine stock","OPERATE","NTE-021;NTE-022;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.08-001","F10","Demand, Supply Chain & Logistics","F10.08","Transport management","1","Plan routes","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.08-002","F10","Demand, Supply Chain & Logistics","F10.08","Transport management","2","select carrier","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.08-003","F10","Demand, Supply Chain & Logistics","F10.08","Transport management","3","tender loads","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.08-004","F10","Demand, Supply Chain & Logistics","F10.08","Transport management","4","track delivery","ANALYSE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.08-005","F10","Demand, Supply Chain & Logistics","F10.08","Transport management","5","reconcile freight","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.09-001","F10","Demand, Supply Chain & Logistics","F10.09","Distribution","1","Allocate orders","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.09-002","F10","Demand, Supply Chain & Logistics","F10.09","Distribution","2","schedule dispatch","PLAN_OPTIMISE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.09-003","F10","Demand, Supply Chain & Logistics","F10.09","Distribution","3","fulfil deliveries","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.09-004","F10","Demand, Supply Chain & Logistics","F10.09","Distribution","4","confirm receipt","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.10-001","F10","Demand, Supply Chain & Logistics","F10.10","Import/export","1","Classify goods","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.10-002","F10","Demand, Supply Chain & Logistics","F10.10","Import/export","2","prepare customs documentation","AUTHOR_CREATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.10-003","F10","Demand, Supply Chain & Logistics","F10.10","Import/export","3","obtain licences","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.10-004","F10","Demand, Supply Chain & Logistics","F10.10","Import/export","4","clear customs","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.11-001","F10","Demand, Supply Chain & Logistics","F10.11","Reverse logistics","1","Receive returns","TRANSACT_EXECUTE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.11-002","F10","Demand, Supply Chain & Logistics","F10.11","Reverse logistics","2","inspect","ASSURE_VERIFY","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
"NCC-F10.11-003","F10","Demand, Supply Chain & Logistics","F10.11","Reverse logistics","3","refurbish","OPERATE","NTE-021;NTE-022","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","CANONICAL_OBJECT_MAPPING_PENDING","IMPLEMENTATION_RECONCILIATION_PENDING","2026-09-21"
