l2_id,function_code,function_name,l2_name,activity_count,native_engine_ids,shared_platform_engine_ids,mapping_status,effective_date
"F12.08","F12","Service Delivery & Field Operations","Service quality","3","NTE-024","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F12.09","F12","Service Delivery & Field Operations","Service capacity","3","NTE-024","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F12.10","F12","Service Delivery & Field Operations","Service performance","5","NTE-024;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.01","F13","Quality Management","Quality strategy","4","NTE-025","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.02","F13","Quality Management","Quality planning","3","NTE-025","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.03","F13","Quality Management","Quality assurance","3","NTE-025;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.04","F13","Quality Management","Quality control","5","NTE-025;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.05","F13","Quality Management","Non-conformance","5","NTE-025","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.06","F13","Quality Management","Corrective/preventive action","4","NTE-025","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.07","F13","Quality Management","Supplier quality","3","NTE-025","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.08","F13","Quality Management","Quality documentation","4","NTE-025;NTE-043","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.09","F13","Quality Management","Continuous improvement","4","NTE-025","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F13.10","F13","Quality Management","Quality analytics","5","NTE-025;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.01","F14","Finance, Accounting, Treasury & Tax","Financial strategy","3","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.02","F14","Finance, Accounting, Treasury & Tax","Budgeting","5","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.03","F14","Finance, Accounting, Treasury & Tax","Forecasting","3","NTE-026;NTE-027;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.04","F14","Finance, Accounting, Treasury & Tax","General ledger","4","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.05","F14","Finance, Accounting, Treasury & Tax","Accounts payable","6","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.06","F14","Finance, Accounting, Treasury & Tax","Accounts receivable","4","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.07","F14","Finance, Accounting, Treasury & Tax","Credit management","4","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.08","F14","Finance, Accounting, Treasury & Tax","Collections","5","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.09","F14","Finance, Accounting, Treasury & Tax","Expense management","5","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.10","F14","Finance, Accounting, Treasury & Tax","Fixed asset accounting","5","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.11","F14","Finance, Accounting, Treasury & Tax","Cost accounting","3","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.12","F14","Finance, Accounting, Treasury & Tax","Financial close","4","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.13","F14","Finance, Accounting, Treasury & Tax","Consolidation","4","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.14","F14","Finance, Accounting, Treasury & Tax","Financial reporting","5","NTE-026;NTE-027;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.15","F14","Finance, Accounting, Treasury & Tax","Treasury","5","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.16","F14","Finance, Accounting, Treasury & Tax","Payments","5","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.17","F14","Finance, Accounting, Treasury & Tax","Foreign exchange","4","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.18","F14","Finance, Accounting, Treasury & Tax","Debt & financing","4","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.19","F14","Finance, Accounting, Treasury & Tax","Tax","6","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.20","F14","Finance, Accounting, Treasury & Tax","Financial controls","4","NTE-026;NTE-027;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.21","F14","Finance, Accounting, Treasury & Tax","Profitability analysis","3","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F14.22","F14","Finance, Accounting, Treasury & Tax","Capital expenditure","5","NTE-026;NTE-027","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.01","F15","Human Resources / Human Capital","People strategy","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.02","F15","Human Resources / Human Capital","Workforce planning","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.03","F15","Human Resources / Human Capital","Organisation design","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.04","F15","Human Resources / Human Capital","Job architecture","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.05","F15","Human Resources / Human Capital","Recruitment","7","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.06","F15","Human Resources / Human Capital","Pre-employment","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.07","F15","Human Resources / Human Capital","Onboarding","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.08","F15","Human Resources / Human Capital","Employee administration","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.09","F15","Human Resources / Human Capital","Time & attendance","5","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.10","F15","Human Resources / Human Capital","Payroll","6","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.11","F15","Human Resources / Human Capital","Compensation","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.12","F15","Human Resources / Human Capital","Benefits","3","NTE-028;NTE-013","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.13","F15","Human Resources / Human Capital","Performance management","5","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.14","F15","Human Resources / Human Capital","Learning & development","5","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.15","F15","Human Resources / Human Capital","Talent management","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.16","F15","Human Resources / Human Capital","Employee engagement","3","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.17","F15","Human Resources / Human Capital","Employee relations","4","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.18","F15","Human Resources / Human Capital","Absence management","3","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.19","F15","Human Resources / Human Capital","Offboarding","5","NTE-028","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F15.20","F15","Human Resources / Human Capital","HR analytics","6","NTE-028;NTE-033","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.01","F16","Information Technology","IT strategy","4","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.02","F16","Information Technology","Enterprise architecture","3","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.03","F16","Information Technology","Solution architecture","4","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.04","F16","Information Technology","Application management","6","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.05","F16","Information Technology","Software development","6","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.06","F16","Information Technology","DevOps","4","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.07","F16","Information Technology","Infrastructure","4","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.08","F16","Information Technology","Cloud management","4","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.09","F16","Information Technology","Network management","4","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.10","F16","Information Technology","Endpoint management","5","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.11","F16","Information Technology","Identity administration","5","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.12","F16","Information Technology","IT service desk","6","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.13","F16","Information Technology","Incident management","4","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.14","F16","Information Technology","Problem management","3","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.15","F16","Information Technology","Change management","6","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.16","F16","Information Technology","Release management","5","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.17","F16","Information Technology","Configuration management","3","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.18","F16","Information Technology","IT asset management","6","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.19","F16","Information Technology","Availability/capacity","3","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.20","F16","Information Technology","Disaster recovery","5","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F16.21","F16","Information Technology","Technology vendor management","5","NTE-029;NTE-030","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.01","F17","Data, Analytics & AI","Data strategy","4","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.02","F17","Data, Analytics & AI","Data governance","4","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.03","F17","Data, Analytics & AI","Data architecture","5","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.04","F17","Data, Analytics & AI","Master data management","6","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.05","F17","Data, Analytics & AI","Reference data","4","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.06","F17","Data, Analytics & AI","Data quality","5","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.07","F17","Data, Analytics & AI","Data engineering","5","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.08","F17","Data, Analytics & AI","Data platform","3","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.09","F17","Data, Analytics & AI","BI/reporting","5","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.10","F17","Data, Analytics & AI","Analytics","4","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.11","F17","Data, Analytics & AI","Data science","4","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.12","F17","Data, Analytics & AI","AI development","4","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.13","F17","Data, Analytics & AI","AI governance","5","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.14","F17","Data, Analytics & AI","Model operations","5","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.15","F17","Data, Analytics & AI","Metadata/catalogue","4","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.16","F17","Data, Analytics & AI","Data access","5","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F17.17","F17","Data, Analytics & AI","Data lifecycle","5","NTE-031;NTE-032;NTE-033;NTE-034","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.01","F18","Cybersecurity & Information Security","Security strategy","4","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.02","F18","Cybersecurity & Information Security","Security policy","4","NTE-035;NTE-043","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.03","F18","Cybersecurity & Information Security","Security architecture","3","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.04","F18","Cybersecurity & Information Security","Identity & access security","4","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.05","F18","Cybersecurity & Information Security","Vulnerability management","5","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.06","F18","Cybersecurity & Information Security","Patch security","5","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.07","F18","Cybersecurity & Information Security","Security monitoring","4","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.08","F18","Cybersecurity & Information Security","Security incident response","6","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.09","F18","Cybersecurity & Information Security","Threat intelligence","4","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.10","F18","Cybersecurity & Information Security","Penetration testing","5","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.11","F18","Cybersecurity & Information Security","Application security","5","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.12","F18","Cybersecurity & Information Security","Third-party security","4","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.13","F18","Cybersecurity & Information Security","Security awareness","3","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.14","F18","Cybersecurity & Information Security","Cryptography","4","NTE-035","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F18.15","F18","Cybersecurity & Information Security","Security compliance","4","NTE-035;NTE-037","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.01","F19","Legal & Corporate Secretariat","Legal advisory","3","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.02","F19","Legal & Corporate Secretariat","Contract management","8","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.03","F19","Legal & Corporate Secretariat","Contract repository","4","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.04","F19","Legal & Corporate Secretariat","Corporate legal","4","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.05","F19","Legal & Corporate Secretariat","Company secretariat","4","NTE-036;NTE-043","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.06","F19","Legal & Corporate Secretariat","Intellectual property","4","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.07","F19","Legal & Corporate Secretariat","Litigation","5","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.08","F19","Legal & Corporate Secretariat","Regulatory legal","3","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.09","F19","Legal & Corporate Secretariat","Employment legal","4","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
"F19.10","F19","Legal & Corporate Secretariat","Legal spend","4","NTE-036","NTE-002;NTE-003;NTE-004;NTE-005;NTE-007;NTE-008;NTE-009","FUNCTION_AND_L2_SEMANTIC_BASELINE","2026-09-21"
