candidate_key,family_id,family_name,canonical_name,semantic_kind,maturity,source
BOF-09-006,BOF-09,"Procurement, supplier and subcontract sourcing",Procurement Package,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-007,BOF-09,"Procurement, supplier and subcontract sourcing",Requisition,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-008,BOF-09,"Procurement, supplier and subcontract sourcing",Sourcing Event,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-009,BOF-09,"Procurement, supplier and subcontract sourcing",RFQ,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-010,BOF-09,"Procurement, supplier and subcontract sourcing",RFP,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-011,BOF-09,"Procurement, supplier and subcontract sourcing",Invitation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-012,BOF-09,"Procurement, supplier and subcontract sourcing",Bid Response,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-013,BOF-09,"Procurement, supplier and subcontract sourcing",Tender Response,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-014,BOF-09,"Procurement, supplier and subcontract sourcing",Evaluation,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-015,BOF-09,"Procurement, supplier and subcontract sourcing",Comparison,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-016,BOF-09,"Procurement, supplier and subcontract sourcing",Award,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-017,BOF-09,"Procurement, supplier and subcontract sourcing",Purchase Order,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-018,BOF-09,"Procurement, supplier and subcontract sourcing",Purchase Order Line,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-019,BOF-09,"Procurement, supplier and subcontract sourcing",Call-off,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-020,BOF-09,"Procurement, supplier and subcontract sourcing",Delivery Schedule,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-021,BOF-09,"Procurement, supplier and subcontract sourcing",Subcontract Commitment,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-022,BOF-09,"Procurement, supplier and subcontract sourcing",Order Amendment,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-023,BOF-09,"Procurement, supplier and subcontract sourcing",Goods Receipt,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-024,BOF-09,"Procurement, supplier and subcontract sourcing",Service Receipt,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-025,BOF-09,"Procurement, supplier and subcontract sourcing",Supplier Performance Review,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-026,BOF-09,"Procurement, supplier and subcontract sourcing",Supplier Risk,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-027,BOF-09,"Procurement, supplier and subcontract sourcing",Supplier Dispute,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-09-028,BOF-09,"Procurement, supplier and subcontract sourcing",Sourcing Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-001,BOF-10,"Product, material, catalogue, inventory and logistics",Product Item,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-002,BOF-10,"Product, material, catalogue, inventory and logistics",Material Item,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-003,BOF-10,"Product, material, catalogue, inventory and logistics",Service Item,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-004,BOF-10,"Product, material, catalogue, inventory and logistics",Item Specification,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-005,BOF-10,"Product, material, catalogue, inventory and logistics",Variant,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-006,BOF-10,"Product, material, catalogue, inventory and logistics",Substitution Relationship,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-007,BOF-10,"Product, material, catalogue, inventory and logistics",Manufacturer Relationship,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-008,BOF-10,"Product, material, catalogue, inventory and logistics",Supplier-Item Relationship,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-009,BOF-10,"Product, material, catalogue, inventory and logistics",Catalogue,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-010,BOF-10,"Product, material, catalogue, inventory and logistics",Price List,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-011,BOF-10,"Product, material, catalogue, inventory and logistics",Commercial Rate,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-012,BOF-10,"Product, material, catalogue, inventory and logistics",Unit of Measure,reference / classification,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-013,BOF-10,"Product, material, catalogue, inventory and logistics",BOM,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-014,BOF-10,"Product, material, catalogue, inventory and logistics",Assembly,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-015,BOF-10,"Product, material, catalogue, inventory and logistics",Lot,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-016,BOF-10,"Product, material, catalogue, inventory and logistics",Batch,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-017,BOF-10,"Product, material, catalogue, inventory and logistics",Serial Identity,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-018,BOF-10,"Product, material, catalogue, inventory and logistics",Warehouse,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-019,BOF-10,"Product, material, catalogue, inventory and logistics",Store,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-020,BOF-10,"Product, material, catalogue, inventory and logistics",Bin Location,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-021,BOF-10,"Product, material, catalogue, inventory and logistics",Reservation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-022,BOF-10,"Product, material, catalogue, inventory and logistics",Inventory Movement,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-023,BOF-10,"Product, material, catalogue, inventory and logistics",Material Issue,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-024,BOF-10,"Product, material, catalogue, inventory and logistics",Material Return,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-025,BOF-10,"Product, material, catalogue, inventory and logistics",Stock Transfer,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-026,BOF-10,"Product, material, catalogue, inventory and logistics",Stock Count,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-027,BOF-10,"Product, material, catalogue, inventory and logistics",Inventory Adjustment,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-028,BOF-10,"Product, material, catalogue, inventory and logistics",Quarantine,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-029,BOF-10,"Product, material, catalogue, inventory and logistics",Pick,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-030,BOF-10,"Product, material, catalogue, inventory and logistics",Pack,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-031,BOF-10,"Product, material, catalogue, inventory and logistics",Shipment,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-032,BOF-10,"Product, material, catalogue, inventory and logistics",Transport Order,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-033,BOF-10,"Product, material, catalogue, inventory and logistics",Delivery,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-034,BOF-10,"Product, material, catalogue, inventory and logistics",Site Logistics Booking,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-035,BOF-10,"Product, material, catalogue, inventory and logistics",Call-off,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-036,BOF-10,"Product, material, catalogue, inventory and logistics",Trade Declaration,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-037,BOF-10,"Product, material, catalogue, inventory and logistics",Import Declaration,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-10-038,BOF-10,"Product, material, catalogue, inventory and logistics",Export Declaration,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-001,BOF-11,"Manufacturing, fabrication and off-site production",Manufactured Product Definition,configuration / policy,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-002,BOF-11,"Manufacturing, fabrication and off-site production",Bill of Material,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-003,BOF-11,"Manufacturing, fabrication and off-site production",Routing,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-004,BOF-11,"Manufacturing, fabrication and off-site production",Process Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-005,BOF-11,"Manufacturing, fabrication and off-site production",Work Centre,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-006,BOF-11,"Manufacturing, fabrication and off-site production",Production Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-007,BOF-11,"Manufacturing, fabrication and off-site production",Production Order,transaction,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-008,BOF-11,"Manufacturing, fabrication and off-site production",Production Operation,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-009,BOF-11,"Manufacturing, fabrication and off-site production",Production Batch,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-010,BOF-11,"Manufacturing, fabrication and off-site production",Production Lot,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-011,BOF-11,"Manufacturing, fabrication and off-site production",Capacity Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-012,BOF-11,"Manufacturing, fabrication and off-site production",Shop-floor Progress Event,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-013,BOF-11,"Manufacturing, fabrication and off-site production",Production Quality Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-014,BOF-11,"Manufacturing, fabrication and off-site production",Production Traceability Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-015,BOF-11,"Manufacturing, fabrication and off-site production",Scrap Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-016,BOF-11,"Manufacturing, fabrication and off-site production",Waste Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-017,BOF-11,"Manufacturing, fabrication and off-site production",As-manufactured Configuration,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-11-018,BOF-11,"Manufacturing, fabrication and off-site production",Production Cost Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-001,BOF-12,"Site, field and construction operations",Site,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-002,BOF-12,"Site, field and construction operations",Phase,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-003,BOF-12,"Site, field and construction operations",Zone,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-004,BOF-12,"Site, field and construction operations",Work Area,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-005,BOF-12,"Site, field and construction operations",Site Establishment Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-006,BOF-12,"Site, field and construction operations",Mobilisation Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-007,BOF-12,"Site, field and construction operations",Access Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-008,BOF-12,"Site, field and construction operations",Daily Diary,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-009,BOF-12,"Site, field and construction operations",Field Progress Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-010,BOF-12,"Site, field and construction operations",Labour Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-011,BOF-12,"Site, field and construction operations",Plant Usage,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-012,BOF-12,"Site, field and construction operations",Material Usage,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-013,BOF-12,"Site, field and construction operations",Delivery Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-014,BOF-12,"Site, field and construction operations",Temporary Works Item,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-015,BOF-12,"Site, field and construction operations",Temporary Works Design,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-016,BOF-12,"Site, field and construction operations",Temporary Works Check,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-017,BOF-12,"Site, field and construction operations",Permit to Work,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-018,BOF-12,"Site, field and construction operations",Isolation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-019,BOF-12,"Site, field and construction operations",Work Instruction,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-020,BOF-12,"Site, field and construction operations",Field Constraint,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-021,BOF-12,"Site, field and construction operations",Field Form,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-022,BOF-12,"Site, field and construction operations",Photographic Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-023,BOF-12,"Site, field and construction operations",Geospatial Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-024,BOF-12,"Site, field and construction operations",Site Action,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-025,BOF-12,"Site, field and construction operations",Completion Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-12-026,BOF-12,"Site, field and construction operations",Handover Readiness Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-001,BOF-13,"Quality, health, safety, environment and assurance",Quality Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-002,BOF-13,"Quality, health, safety, environment and assurance",Inspection and Test Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-003,BOF-13,"Quality, health, safety, environment and assurance",Inspection,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-004,BOF-13,"Quality, health, safety, environment and assurance",Test,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-005,BOF-13,"Quality, health, safety, environment and assurance",Hold Point,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-006,BOF-13,"Quality, health, safety, environment and assurance",Witness Point,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-007,BOF-13,"Quality, health, safety, environment and assurance",Nonconformance Report,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-008,BOF-13,"Quality, health, safety, environment and assurance",Defect,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-009,BOF-13,"Quality, health, safety, environment and assurance",Snag,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-010,BOF-13,"Quality, health, safety, environment and assurance",Corrective Action,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-011,BOF-13,"Quality, health, safety, environment and assurance",Preventive Action,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-012,BOF-13,"Quality, health, safety, environment and assurance",CAPA,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-013,BOF-13,"Quality, health, safety, environment and assurance",Audit,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-014,BOF-13,"Quality, health, safety, environment and assurance",Assurance Review,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-015,BOF-13,"Quality, health, safety, environment and assurance",Calibration Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-016,BOF-13,"Quality, health, safety, environment and assurance",Quality Certificate,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-017,BOF-13,"Quality, health, safety, environment and assurance",Hazard,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-018,BOF-13,"Quality, health, safety, environment and assurance",Risk Assessment,projection / measure,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-019,BOF-13,"Quality, health, safety, environment and assurance",Method Statement,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-020,BOF-13,"Quality, health, safety, environment and assurance",RAMS,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-021,BOF-13,"Quality, health, safety, environment and assurance",Permit,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-022,BOF-13,"Quality, health, safety, environment and assurance",Isolation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-023,BOF-13,"Quality, health, safety, environment and assurance",Induction,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-024,BOF-13,"Quality, health, safety, environment and assurance",Briefing,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-025,BOF-13,"Quality, health, safety, environment and assurance",Toolbox Talk,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-026,BOF-13,"Quality, health, safety, environment and assurance",Observation,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-027,BOF-13,"Quality, health, safety, environment and assurance",Near Miss,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-028,BOF-13,"Quality, health, safety, environment and assurance",Incident,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-029,BOF-13,"Quality, health, safety, environment and assurance",Investigation,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-030,BOF-13,"Quality, health, safety, environment and assurance",Cause,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-031,BOF-13,"Quality, health, safety, environment and assurance",Statutory Inspection,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-032,BOF-13,"Quality, health, safety, environment and assurance",Compliance Requirement,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-033,BOF-13,"Quality, health, safety, environment and assurance",Compliance Register,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-034,BOF-13,"Quality, health, safety, environment and assurance",Environmental Aspect,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-035,BOF-13,"Quality, health, safety, environment and assurance",Environmental Impact,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-036,BOF-13,"Quality, health, safety, environment and assurance",Pollution Event,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-13-037,BOF-13,"Quality, health, safety, environment and assurance",Waste Consignment,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-001,BOF-14,"Building safety, regulatory control and statutory assurance",Dutyholder Assignment,relationship,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-002,BOF-14,"Building safety, regulatory control and statutory assurance",Competence Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-003,BOF-14,"Building safety, regulatory control and statutory assurance",Regulator Case,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-004,BOF-14,"Building safety, regulatory control and statutory assurance",Regulatory Application,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-005,BOF-14,"Building safety, regulatory control and statutory assurance",Building Control Application,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-006,BOF-14,"Building safety, regulatory control and statutory assurance",Controlled Change Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-007,BOF-14,"Building safety, regulatory control and statutory assurance",Regulatory Inspection,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-008,BOF-14,"Building safety, regulatory control and statutory assurance",Regulatory Finding,case,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-009,BOF-14,"Building safety, regulatory control and statutory assurance",Mandatory Occurrence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-010,BOF-14,"Building safety, regulatory control and statutory assurance",Statutory Notice,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-011,BOF-14,"Building safety, regulatory control and statutory assurance",Regulatory Decision,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-012,BOF-14,"Building safety, regulatory control and statutory assurance",Completion Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-013,BOF-14,"Building safety, regulatory control and statutory assurance",Completion Certificate,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-014,BOF-14,"Building safety, regulatory control and statutory assurance",Golden Thread Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-14-015,BOF-14,"Building safety, regulatory control and statutory assurance",Regulatory Submission,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-001,BOF-15,"Commissioning, completion, handover and closeout",Commissioning Plan,plan,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-002,BOF-15,"Commissioning, completion, handover and closeout",Commissioning System,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-003,BOF-15,"Commissioning, completion, handover and closeout",Commissioning Activity,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-004,BOF-15,"Commissioning, completion, handover and closeout",Witness Requirement,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-005,BOF-15,"Commissioning, completion, handover and closeout",Test Result,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-006,BOF-15,"Commissioning, completion, handover and closeout",Inspection Result,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-007,BOF-15,"Commissioning, completion, handover and closeout",Balancing Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-008,BOF-15,"Commissioning, completion, handover and closeout",Commissioning Defect,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-009,BOF-15,"Commissioning, completion, handover and closeout",Retest,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-010,BOF-15,"Commissioning, completion, handover and closeout",Readiness Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-011,BOF-15,"Commissioning, completion, handover and closeout",Commissioning Certificate,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-012,BOF-15,"Commissioning, completion, handover and closeout",Handover Package,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-013,BOF-15,"Commissioning, completion, handover and closeout",Operations and Maintenance Information,work / execution,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-014,BOF-15,"Commissioning, completion, handover and closeout",Training Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-015,BOF-15,"Commissioning, completion, handover and closeout",Briefing Record,controlled information,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-016,BOF-15,"Commissioning, completion, handover and closeout",Completion Certificate,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-017,BOF-15,"Commissioning, completion, handover and closeout",Handover Acceptance,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-018,BOF-15,"Commissioning, completion, handover and closeout",Asset Information Delivery,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-15-019,BOF-15,"Commissioning, completion, handover and closeout",Closeout Evidence,event / evidence,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-001,BOF-16,"Property, estate, space, infrastructure and physical asset",Estate,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-002,BOF-16,"Property, estate, space, infrastructure and physical asset",Network,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-003,BOF-16,"Property, estate, space, infrastructure and physical asset",Site,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-004,BOF-16,"Property, estate, space, infrastructure and physical asset",Land,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-005,BOF-16,"Property, estate, space, infrastructure and physical asset",Property,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-006,BOF-16,"Property, estate, space, infrastructure and physical asset",Facility,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-007,BOF-16,"Property, estate, space, infrastructure and physical asset",Building,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-008,BOF-16,"Property, estate, space, infrastructure and physical asset",Infrastructure Entity,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-009,BOF-16,"Property, estate, space, infrastructure and physical asset",Level,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-010,BOF-16,"Property, estate, space, infrastructure and physical asset",Zone,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-011,BOF-16,"Property, estate, space, infrastructure and physical asset",Space,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-012,BOF-16,"Property, estate, space, infrastructure and physical asset",Linear Segment,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-013,BOF-16,"Property, estate, space, infrastructure and physical asset",Linear Reference,master / identity,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-014,BOF-16,"Property, estate, space, infrastructure and physical asset",System,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
BOF-16-015,BOF-16,"Property, estate, space, infrastructure and physical asset",Subsystem,asset / technical object,candidate,construction-and-built-environment.md + canonical-business-object-discovery.md
