activity_id,workspace,subfunction_id,subfunction,activity,aggregate_id,object_model_id,object_name,action,access_mode,approval_required,decision_required,evidence_required,secondary_aggregates
F08.01.A05,F08,F08.01,Customer Onboarding,activate service,AGG-03-CUSTOMER-ONBOARDING,CRM-CUSTOMER-ONBOARDING,Customer Onboarding,execute,command,false,false,true,AGG-01-PARTY|AGG-03-CUSTOMER-CASE
F08.02.A01,F08,F08.02,Customer Enquiry Management,Receive enquiry,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,receive,command,false,false,true,AGG-01-PARTY
F08.02.A02,F08,F08.02,Customer Enquiry Management,classify,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,execute,command,false,false,true,AGG-01-PARTY
F08.02.A03,F08,F08.02,Customer Enquiry Management,route,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,execute,command,false,false,true,AGG-01-PARTY
F08.02.A04,F08,F08.02,Customer Enquiry Management,respond,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,execute,command,false,false,true,AGG-01-PARTY
F08.02.A05,F08,F08.02,Customer Enquiry Management,resolve,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,close,command,false,false,true,AGG-01-PARTY
F08.02.A06,F08,F08.02,Customer Enquiry Management,close,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,close,command,false,false,true,AGG-01-PARTY
F08.03.A01,F08,F08.03,Case Management,Create case,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,create,command,false,false,true,AGG-01-PARTY
F08.03.A02,F08,F08.03,Case Management,assign,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,allocate,command,false,false,true,AGG-01-PARTY
F08.03.A03,F08,F08.03,Case Management,investigate,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,analyse,query,false,false,false,AGG-01-PARTY
F08.03.A04,F08,F08.03,Case Management,resolve,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,close,command,false,false,true,AGG-01-PARTY
F08.03.A05,F08,F08.03,Case Management,document,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,record,command,false,false,true,AGG-01-PARTY
F08.03.A06,F08,F08.03,Case Management,close,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,close,command,false,false,true,AGG-01-PARTY
F08.04.A01,F08,F08.04,Complaint Management,Record complaint,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,record,command,false,false,true,AGG-01-PARTY
F08.04.A02,F08,F08.04,Complaint Management,investigate,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,analyse,query,false,false,false,AGG-01-PARTY
F08.04.A03,F08,F08.04,Complaint Management,communicate resolution,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,publish,command,false,false,true,AGG-01-PARTY
F08.04.A04,F08,F08.04,Complaint Management,compensate/remediate,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,execute,command,false,false,true,AGG-01-PARTY
F08.04.A05,F08,F08.04,Complaint Management,analyse cause,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,analyse,query,false,false,false,AGG-01-PARTY
F08.05.A01,F08,F08.05,Technical Support,Diagnose issue,AGG-17-SERVICE,OPS-SERVICE-CASE,Service Case,execute,command,false,false,true,AGG-17-WORK-ORDER
F08.05.A02,F08,F08.05,Technical Support,troubleshoot,AGG-17-SERVICE,OPS-SERVICE-CASE,Service Case,execute,command,false,false,true,AGG-17-WORK-ORDER
F08.05.A03,F08,F08.05,Technical Support,escalate,AGG-17-SERVICE,OPS-SERVICE-CASE,Service Case,execute,command,false,false,true,AGG-17-WORK-ORDER
F08.05.A04,F08,F08.05,Technical Support,resolve,AGG-17-SERVICE,OPS-SERVICE-CASE,Service Case,close,command,false,false,true,AGG-17-WORK-ORDER
F08.05.A05,F08,F08.05,Technical Support,document solution,AGG-17-SERVICE,OPS-SERVICE-CASE,Service Case,record,command,false,false,true,AGG-17-WORK-ORDER
F08.06.A01,F08,F08.06,Returns / Refunds,Authorise return,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Return / Refund Case,approve,command,true,true,true,AGG-10-INVENTORY-MOVEMENT|AGG-19-AR
F08.06.A02,F08,F08.06,Returns / Refunds,receive goods,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Return / Refund Case,receive,command,false,false,true,AGG-10-INVENTORY-MOVEMENT|AGG-19-AR
F08.06.A03,F08,F08.06,Returns / Refunds,inspect,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Return / Refund Case,review,command,false,false,true,AGG-10-INVENTORY-MOVEMENT|AGG-19-AR
F08.06.A04,F08,F08.06,Returns / Refunds,approve refund/replacement,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Return / Refund Case,approve,command,true,true,true,AGG-10-INVENTORY-MOVEMENT|AGG-19-AR
F08.06.A05,F08,F08.06,Returns / Refunds,process credit,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Return / Refund Case,execute,command,false,false,true,AGG-10-INVENTORY-MOVEMENT|AGG-19-AR
F08.07.A01,F08,F08.07,Warranty,Validate warranty,AGG-17-WARRANTY-CLAIM,OPS-WARRANTY-CLAIM,Warranty Claim,review,command,false,false,true,AGG-16-SPATIAL-ASSET|AGG-17-SERVICE
F08.07.A02,F08,F08.07,Warranty,approve claim,AGG-17-WARRANTY-CLAIM,OPS-WARRANTY-CLAIM,Warranty Claim,approve,command,true,true,true,AGG-16-SPATIAL-ASSET|AGG-17-SERVICE
F08.07.A03,F08,F08.07,Warranty,repair/replace,AGG-17-WARRANTY-CLAIM,OPS-WARRANTY-CLAIM,Warranty Claim,execute,command,false,false,true,AGG-16-SPATIAL-ASSET|AGG-17-SERVICE
F08.07.A04,F08,F08.07,Warranty,recover supplier cost,AGG-17-WARRANTY-CLAIM,OPS-WARRANTY-CLAIM,Warranty Claim,execute,command,false,false,true,AGG-16-SPATIAL-ASSET|AGG-17-SERVICE
F08.08.A01,F08,F08.08,Customer Success,Monitor adoption,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,monitor,query,false,false,false,AGG-01-PARTY
F08.08.A02,F08,F08.08,Customer Success,conduct reviews,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,execute,command,false,false,true,AGG-01-PARTY
F08.08.A03,F08,F08.08,Customer Success,identify risks,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,analyse,query,false,false,false,AGG-01-PARTY
F08.08.A04,F08,F08.08,Customer Success,drive value realisation,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,execute,command,false,false,true,AGG-01-PARTY
F08.09.A01,F08,F08.09,Retention,Identify churn risk,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,analyse,query,false,false,false,AGG-01-PARTY
F08.09.A02,F08,F08.09,Retention,develop retention offer,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,create,command,false,false,true,AGG-01-PARTY
F08.09.A03,F08,F08.09,Retention,engage customer,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,execute,command,false,false,true,AGG-01-PARTY
F08.09.A04,F08,F08.09,Retention,monitor outcome,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,monitor,query,false,false,false,AGG-01-PARTY
F08.10.A01,F08,F08.10,Customer Feedback,Conduct surveys,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,execute,command,false,false,true,AGG-01-PARTY
F08.10.A02,F08,F08.10,Customer Feedback,measure NPS/CSAT,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,monitor,query,false,false,false,AGG-01-PARTY
F08.10.A03,F08,F08.10,Customer Feedback,analyse feedback,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,analyse,query,false,false,false,AGG-01-PARTY
F08.10.A04,F08,F08.10,Customer Feedback,assign improvements,AGG-03-CUSTOMER-CASE,CRM-CUSTOMER-CASE,Customer Case,allocate,command,false,false,true,AGG-01-PARTY
F08.11.A01,F08,F08.11,Customer Knowledge,Maintain FAQs,AGG-25-KNOWLEDGE,KRC-KNOWLEDGE-ARTICLE,Knowledge Article,change,command,false,false,true,AGG-03-CUSTOMER-CASE
F08.11.A02,F08,F08.11,Customer Knowledge,knowledge articles,AGG-25-KNOWLEDGE,KRC-KNOWLEDGE-ARTICLE,Knowledge Article,execute,command,false,false,true,AGG-03-CUSTOMER-CASE
F08.11.A03,F08,F08.11,Customer Knowledge,scripts,AGG-25-KNOWLEDGE,KRC-KNOWLEDGE-ARTICLE,Knowledge Article,execute,command,false,false,true,AGG-03-CUSTOMER-CASE
F08.11.A04,F08,F08.11,Customer Knowledge,troubleshooting guides,AGG-25-KNOWLEDGE,KRC-KNOWLEDGE-ARTICLE,Knowledge Article,execute,command,false,false,true,AGG-03-CUSTOMER-CASE
F08.12.A01,F08,F08.12,Service-level Management,Define SLA,AGG-17-SERVICE-LEVEL,OPS-SERVICE-LEVEL,Service Entitlement / SLA,create,command,false,false,true,AGG-08-CONTRACT|AGG-17-SERVICE
F08.12.A02,F08,F08.12,Service-level Management,measure performance,AGG-17-SERVICE-LEVEL,OPS-SERVICE-LEVEL,Service Entitlement / SLA,monitor,query,false,false,false,AGG-08-CONTRACT|AGG-17-SERVICE
F08.12.A03,F08,F08.12,Service-level Management,investigate breaches,AGG-17-SERVICE-LEVEL,OPS-SERVICE-LEVEL,Service Entitlement / SLA,analyse,query,false,false,false,AGG-08-CONTRACT|AGG-17-SERVICE
F08.12.A04,F08,F08.12,Service-level Management,report results,AGG-17-SERVICE-LEVEL,OPS-SERVICE-LEVEL,Service Entitlement / SLA,execute,command,false,false,true,AGG-08-CONTRACT|AGG-17-SERVICE
F09.01.A01,F09,F09.01,Procurement Strategy,Analyse spend,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.01.A02,F09,F09.01,Procurement Strategy,define categories,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,create,command,false,false,true,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.01.A03,F09,F09.01,Procurement Strategy,determine sourcing strategy,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.01.A04,F09,F09.01,Procurement Strategy,establish procurement policy,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,create,command,false,false,true,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.02.A01,F09,F09.02,Category Management,Segment spend,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,execute,command,false,false,true,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.02.A02,F09,F09.02,Category Management,analyse markets,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.02.A03,F09,F09.02,Category Management,develop category plans,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,create,command,false,false,true,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.02.A04,F09,F09.02,Category Management,identify savings,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.03.A01,F09,F09.03,Supplier Discovery,Identify suppliers,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,analyse,query,false,false,false,AGG-09-SOURCING|AGG-01-PARTY
F09.03.A02,F09,F09.03,Supplier Discovery,collect information,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,receive,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.03.A03,F09,F09.03,Supplier Discovery,pre-qualify,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,execute,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.03.A04,F09,F09.03,Supplier Discovery,maintain supplier database,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,change,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.04.A01,F09,F09.04,Sourcing,Issue RFI/RFQ/RFP,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,issue,command,false,false,true,AGG-01-PARTY
F09.04.A02,F09,F09.04,Sourcing,evaluate responses,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,review,command,false,false,true,AGG-01-PARTY
F09.04.A03,F09,F09.04,Sourcing,conduct auctions,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,execute,command,false,false,true,AGG-01-PARTY
F09.04.A04,F09,F09.04,Sourcing,select supplier,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,approve,command,true,true,true,AGG-01-PARTY
F09.05.A01,F09,F09.05,Supplier Negotiation,Negotiate price,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,execute,command,false,false,true,AGG-01-PARTY
F09.05.A02,F09,F09.05,Supplier Negotiation,terms,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,execute,command,false,false,true,AGG-01-PARTY
F09.05.A03,F09,F09.05,Supplier Negotiation,service,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,execute,command,false,false,true,AGG-01-PARTY
F09.05.A04,F09,F09.05,Supplier Negotiation,risk provisions,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,execute,command,false,false,true,AGG-01-PARTY
F09.05.A05,F09,F09.05,Supplier Negotiation,incentives,AGG-09-SOURCING,PROC-SOURCING-EVENT,Sourcing Event,execute,command,false,false,true,AGG-01-PARTY
F09.06.A01,F09,F09.06,Contracting,Draft contract,AGG-08-CONTRACT,CBO-CONTRACT,Supplier Contract,create,command,false,false,true,AGG-09-SOURCING
F09.06.A02,F09,F09.06,Contracting,review,AGG-08-CONTRACT,CBO-CONTRACT,Supplier Contract,review,command,false,false,true,AGG-09-SOURCING
F09.06.A03,F09,F09.06,Contracting,approve,AGG-08-CONTRACT,CBO-CONTRACT,Supplier Contract,approve,command,true,true,true,AGG-09-SOURCING
F09.06.A04,F09,F09.06,Contracting,execute,AGG-08-CONTRACT,CBO-CONTRACT,Supplier Contract,execute,command,false,false,true,AGG-09-SOURCING
F09.06.A05,F09,F09.06,Contracting,store,AGG-08-CONTRACT,CBO-CONTRACT,Supplier Contract,execute,command,false,false,true,AGG-09-SOURCING
F09.06.A06,F09,F09.06,Contracting,renew,AGG-08-CONTRACT,CBO-CONTRACT,Supplier Contract,execute,command,false,false,true,AGG-09-SOURCING
F09.07.A01,F09,F09.07,Supplier Onboarding,Verify supplier,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,review,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.07.A02,F09,F09.07,Supplier Onboarding,collect tax/bank information,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,receive,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.07.A03,F09,F09.07,Supplier Onboarding,perform due diligence,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,execute,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.07.A04,F09,F09.07,Supplier Onboarding,activate,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,execute,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.08.A01,F09,F09.08,Requisitioning,Create requisition,AGG-09-REQUISITION,PROC-REQUISITION,Requisition,create,command,false,false,true,AGG-09-SOURCING
F09.08.A02,F09,F09.08,Requisitioning,validate,AGG-09-REQUISITION,PROC-REQUISITION,Requisition,review,command,false,false,true,AGG-09-SOURCING
F09.08.A03,F09,F09.08,Requisitioning,route for approval,AGG-09-REQUISITION,PROC-REQUISITION,Requisition,execute,command,true,true,true,AGG-09-SOURCING
F09.08.A04,F09,F09.08,Requisitioning,convert to purchase order,AGG-09-REQUISITION,PROC-REQUISITION,Requisition,execute,command,false,false,true,AGG-09-SOURCING
F09.09.A01,F09,F09.09,Purchase Ordering,Create PO,AGG-09-PURCHASE-COMMITMENT,PROC-PURCHASE-ORDER,Purchase Order,create,command,false,false,true,AGG-08-CONTRACT
F09.09.A02,F09,F09.09,Purchase Ordering,approve,AGG-09-PURCHASE-COMMITMENT,PROC-PURCHASE-ORDER,Purchase Order,approve,command,true,true,true,AGG-08-CONTRACT
F09.09.A03,F09,F09.09,Purchase Ordering,issue,AGG-09-PURCHASE-COMMITMENT,PROC-PURCHASE-ORDER,Purchase Order,issue,command,false,false,true,AGG-08-CONTRACT
F09.09.A04,F09,F09.09,Purchase Ordering,amend,AGG-09-PURCHASE-COMMITMENT,PROC-PURCHASE-ORDER,Purchase Order,execute,command,false,false,true,AGG-08-CONTRACT
F09.09.A05,F09,F09.09,Purchase Ordering,close,AGG-09-PURCHASE-COMMITMENT,PROC-PURCHASE-ORDER,Purchase Order,close,command,false,false,true,AGG-08-CONTRACT
F09.10.A01,F09,F09.10,Supplier Performance,Define KPIs,AGG-02-PERFORMANCE,SGP-PERFORMANCE-OBSERVATION,Supplier Performance,create,command,false,false,true,AGG-01-PARTY
F09.10.A02,F09,F09.10,Supplier Performance,collect results,AGG-02-PERFORMANCE,SGP-PERFORMANCE-OBSERVATION,Supplier Performance,receive,command,false,false,true,AGG-01-PARTY
F09.10.A03,F09,F09.10,Supplier Performance,score supplier,AGG-02-PERFORMANCE,SGP-PERFORMANCE-OBSERVATION,Supplier Performance,analyse,query,false,false,false,AGG-01-PARTY
F09.10.A04,F09,F09.10,Supplier Performance,conduct reviews,AGG-02-PERFORMANCE,SGP-PERFORMANCE-OBSERVATION,Supplier Performance,analyse,query,false,false,false,AGG-01-PARTY
F09.10.A05,F09,F09.10,Supplier Performance,corrective action,AGG-02-PERFORMANCE,SGP-PERFORMANCE-OBSERVATION,Supplier Performance,change,command,false,false,true,AGG-01-PARTY
F09.11.A01,F09,F09.11,Supplier Risk,Assess financial/operational/ESG/cyber risk,AGG-21-RISK,RISK-ENTERPRISE-RISK,Supplier Risk,review,command,false,false,true,AGG-01-PARTY
F09.11.A02,F09,F09.11,Supplier Risk,monitor changes,AGG-21-RISK,RISK-ENTERPRISE-RISK,Supplier Risk,monitor,query,false,false,false,AGG-01-PARTY
F09.11.A03,F09,F09.11,Supplier Risk,mitigate risk,AGG-21-RISK,RISK-ENTERPRISE-RISK,Supplier Risk,execute,command,false,false,true,AGG-01-PARTY
F09.12.A01,F09,F09.12,Supplier Relationship Management,Segment strategic suppliers,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,execute,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.12.A02,F09,F09.12,Supplier Relationship Management,conduct reviews,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,execute,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.12.A03,F09,F09.12,Supplier Relationship Management,collaborate,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,execute,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.12.A04,F09,F09.12,Supplier Relationship Management,resolve disputes,AGG-01-PARTY-RELATIONSHIP,AUTH-PARTY-RELATIONSHIP,Supplier Relationship,close,command,false,false,true,AGG-09-SOURCING|AGG-01-PARTY
F09.13.A01,F09,F09.13,Procurement Analytics,Analyse spend,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.13.A02,F09,F09.13,Procurement Analytics,savings,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.13.A03,F09,F09.13,Procurement Analytics,compliance,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.13.A04,F09,F09.13,Procurement Analytics,supplier concentration,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F09.13.A05,F09,F09.13,Procurement Analytics,maverick spend,AGG-09-PROCUREMENT-PACKAGE,COM-PROCUREMENT-PACKAGE,Procurement Strategy / Package,analyse,query,false,false,false,AGG-02-PERFORMANCE|AGG-09-SOURCING
F10.01.A01,F10,F10.01,Demand Planning,Collect demand signals,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,receive,command,false,false,true,AGG-10-ITEM
F10.01.A02,F10,F10.01,Demand Planning,generate forecast,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,execute,command,false,false,true,AGG-10-ITEM
F10.01.A03,F10,F10.01,Demand Planning,review assumptions,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,review,command,false,false,true,AGG-10-ITEM
F10.01.A04,F10,F10.01,Demand Planning,approve forecast,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,approve,command,true,true,true,AGG-10-ITEM
F10.02.A01,F10,F10.02,Sales & Operations Planning,Reconcile demand/supply,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,reconcile,command,false,false,true,AGG-10-ITEM
F10.02.A02,F10,F10.02,Sales & Operations Planning,evaluate capacity,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,review,command,false,false,true,AGG-10-ITEM
F10.02.A03,F10,F10.02,Sales & Operations Planning,model scenarios,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,analyse,query,false,false,false,AGG-10-ITEM
F10.02.A04,F10,F10.02,Sales & Operations Planning,approve plan,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,approve,command,true,true,true,AGG-10-ITEM
F10.03.A01,F10,F10.03,Supply Planning,Calculate requirements,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,analyse,query,false,false,false,AGG-10-ITEM
F10.03.A02,F10,F10.03,Supply Planning,determine supply plan,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,analyse,query,false,false,false,AGG-10-ITEM
F10.03.A03,F10,F10.03,Supply Planning,allocate resources,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,allocate,command,false,false,true,AGG-10-ITEM
F10.04.A01,F10,F10.04,Inventory Planning,Set safety stock,AGG-10-PLANNING,PLN-SUPPLY-PLAN,Supply / Inventory Plan,create,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.04.A02,F10,F10.04,Inventory Planning,reorder points,AGG-10-PLANNING,PLN-SUPPLY-PLAN,Supply / Inventory Plan,execute,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.04.A03,F10,F10.04,Inventory Planning,target stock levels,AGG-10-PLANNING,PLN-SUPPLY-PLAN,Supply / Inventory Plan,execute,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.04.A04,F10,F10.04,Inventory Planning,optimise inventory,AGG-10-PLANNING,PLN-SUPPLY-PLAN,Supply / Inventory Plan,execute,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.05.A01,F10,F10.05,Material Requirements,Calculate requirements,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,analyse,query,false,false,false,AGG-10-ITEM
F10.05.A02,F10,F10.05,Material Requirements,schedule replenishment,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,allocate,command,false,false,true,AGG-10-ITEM
F10.05.A03,F10,F10.05,Material Requirements,release purchase/production requirements,AGG-10-PLANNING,PLN-DEMAND-PLAN,Demand / Supply Plan,publish,command,true,true,true,AGG-10-ITEM
F10.06.A01,F10,F10.06,Warehouse Management,Receive,AGG-10-INVENTORY-STORAGE,INV-WAREHOUSE,Warehouse / Storage,receive,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.06.A02,F10,F10.06,Warehouse Management,inspect,AGG-10-INVENTORY-STORAGE,INV-WAREHOUSE,Warehouse / Storage,review,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.06.A03,F10,F10.06,Warehouse Management,put away,AGG-10-INVENTORY-STORAGE,INV-WAREHOUSE,Warehouse / Storage,execute,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.06.A04,F10,F10.06,Warehouse Management,move,AGG-10-INVENTORY-STORAGE,INV-WAREHOUSE,Warehouse / Storage,execute,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.06.A05,F10,F10.06,Warehouse Management,pick,AGG-10-INVENTORY-STORAGE,INV-WAREHOUSE,Warehouse / Storage,execute,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.06.A06,F10,F10.06,Warehouse Management,pack,AGG-10-INVENTORY-STORAGE,INV-WAREHOUSE,Warehouse / Storage,execute,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.06.A07,F10,F10.06,Warehouse Management,dispatch,AGG-10-INVENTORY-STORAGE,INV-WAREHOUSE,Warehouse / Storage,issue,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.07.A01,F10,F10.07,Inventory Control,Count inventory,AGG-10-STOCK-COUNT,INV-STOCK-COUNT,Stock Count,execute,command,false,false,true,AGG-10-PLANNING|AGG-10-INVENTORY-MOVEMENT
F10.07.A02,F10,F10.07,Inventory Control,reconcile variance,AGG-10-INVENTORY-ADJUSTMENT,INV-ADJUSTMENT,Inventory Adjustment,reconcile,command,false,false,true,AGG-10-PLANNING|AGG-10-INVENTORY-MOVEMENT
F10.07.A03,F10,F10.07,Inventory Control,manage adjustments,AGG-10-INVENTORY-ADJUSTMENT,INV-ADJUSTMENT,Inventory Adjustment,configure,command,false,false,true,AGG-10-PLANNING|AGG-10-INVENTORY-MOVEMENT
F10.07.A04,F10,F10.07,Inventory Control,quarantine stock,AGG-10-INVENTORY-QUARANTINE,INV-QUARANTINE,Inventory Quarantine,execute,command,false,false,true,AGG-10-PLANNING|AGG-10-INVENTORY-MOVEMENT
F10.08.A01,F10,F10.08,Transport Management,Plan routes,AGG-10-LOGISTICS,LOG-SHIPMENT,Shipment / Logistics,allocate,command,false,false,true,AGG-10-INVENTORY-MOVEMENT
F10.08.A02,F10,F10.08,Transport Management,select carrier,AGG-10-LOGISTICS,LOG-SHIPMENT,Shipment / Logistics,approve,command,true,true,true,AGG-10-INVENTORY-MOVEMENT
